addr_a,addr_b,frames_a,bytes_a,frames_b,bytes_b,frames_total,bytes_total,rel_start,duration
240a:42c4:1800:527e:e865:98ff:fed3:2b35:50439,2409:8c4c:e00:453:3a:::8080,44048,43 MB,63427,60 MB,107475,104 MB,586.715031000,1039.9645
10.35.35.145:33157,10.42.147.92:32517,0,0 bytes,70,12 kB,70,12 kB,607.728439000,31.4216
10.35.35.145:33157,223.160.116.186:57002,0,0 bytes,70,12 kB,70,12 kB,607.729175000,31.4209
10.35.35.145:33157,223.160.116.186:57003,0,0 bytes,70,12 kB,70,12 kB,607.729741000,31.4203
10.35.35.145:33157,223.160.116.186:57004,0,0 bytes,70,12 kB,70,12 kB,607.731015000,31.4191
10.35.35.145:33157,223.160.116.186:57000,0,0 bytes,70,12 kB,70,12 kB,607.731572000,31.4185
10.35.35.145:33157,223.160.116.186:56999,0,0 bytes,70,12 kB,70,12 kB,607.732292000,31.4178
10.35.35.145:33157,223.160.116.186:57001,0,0 bytes,70,12 kB,70,12 kB,607.733345000,31.4167
10.35.35.145:33157,223.160.116.186:62512,0,0 bytes,70,12 kB,70,12 kB,607.734049000,31.4160
10.35.35.145:33157,223.160.116.186:62513,0,0 bytes,70,12 kB,70,12 kB,607.734733000,31.4154
