addr_a,addr_b,frames_a,bytes_a,frames_b,bytes_b,frames_total,bytes_total,rel_start,duration
10.5.236.143:42208,36.155.199.39:34450,24910,5181 kB,29132,3326 kB,54042,8507 kB,73.120169000,1402.9535
10.5.236.143:58750,183.255.204.80:8080,1185,128 kB,1099,153 kB,2284,282 kB,73.667867000,1414.2848
10.5.236.143:60483,183.194.190.204:5010,281,18 kB,286,79 kB,567,98 kB,73.735546000,1415.2705
10.5.236.143:49032,183.194.189.203:17005,131,8384 bytes,140,48 kB,271,57 kB,34.743972000,1579.3502
10.5.236.143:49708,36.155.163.65:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,35.536607000,82.7346
10.5.236.143:47577,120.232.27.228:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,35.536625000,82.7677
10.5.236.143:48098,111.10.17.149:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,35.536639000,82.7411
10.5.236.143:54784,111.30.183.207:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,35.536652000,82.7676
10.5.236.143:39351,111.30.183.207:5010,29,2232 bytes,30,2280 bytes,59,4512 bytes,1488.258014000,115.4786
10.5.236.143:54273,36.155.163.65:5010,29,2232 bytes,30,2280 bytes,59,4512 bytes,1488.258059000,115.4709
