addr_a,addr_b,frames_a,bytes_a,frames_b,bytes_b,frames_total,bytes_total,rel_start,duration
192.168.43.148:46016,36.155.199.39:32763,11323,2028 kB,13284,1542 kB,24607,3571 kB,61.328775000,653.4750
192.168.43.148:60776,112.48.233.174:16285,573,61 kB,518,73 kB,1091,134 kB,61.856953000,659.3550
192.168.43.148:53469,183.194.190.204:5010,133,8786 bytes,133,37 kB,266,46 kB,61.513896000,661.1228
192.168.43.148:45468,183.194.189.203:17005,59,3776 bytes,59,21 kB,118,25 kB,35.763612000,736.1307
192.168.43.148:38365,36.155.213.46:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,36.884102000,80.3111
192.168.43.148:46344,111.10.17.149:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,36.884177000,80.3119
192.168.43.148:54200,120.232.27.228:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,36.884193000,80.2619
192.168.43.148:34228,111.30.183.207:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,36.884207000,80.3103
192.168.43.148:35095,183.194.237.51:5009,20,2240 bytes,20,2240 bytes,40,4480 bytes,83.645904000,1.2642
192.168.43.148:60976,255.255.255.255:65000,0,0 bytes,36,3456 bytes,36,3456 bytes,23.456753000,27.0074
