addr_a,addr_b,frames_a,bytes_a,frames_b,bytes_b,frames_total,bytes_total,rel_start,duration
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:35703,240a:42c4:1801:dbff:5c33:adff:fee4:a7f0:41712,156203,211 MB,196246,197 MB,352449,409 MB,0.000000000,1922.8127
2409:8c4c:e00:453:31:::16285,240a:42b8:a220:10da:6059:3cff:fe36:e7f0:60540,40940,26 MB,79966,68 MB,120906,94 MB,0.002439000,1922.6966
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:35121,2409:803c:2000:2::27:53,2,224 bytes,2,224 bytes,4,448 bytes,45.301093000,513.4519
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:56451,2409:803c:2000:2::27:53,2,224 bytes,2,224 bytes,4,448 bytes,226.774721000,62.6769
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:46364,2409:803c:2000:2::27:53,2,562 bytes,2,235 bytes,4,797 bytes,254.948039000,769.9642
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:61288,2409:803c:2000:2::27:53,2,224 bytes,2,224 bytes,4,448 bytes,272.674557000,583.1744
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:45974,2409:803c:2000:2::27:53,2,224 bytes,2,224 bytes,4,448 bytes,302.080499000,340.0009
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:29367,2409:803c:2000:2::27:53,2,224 bytes,2,224 bytes,4,448 bytes,358.436050000,1250.0572
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:4055,2409:803c:2000:2::27:53,2,224 bytes,2,224 bytes,4,448 bytes,462.753693000,167.9182
240a:42b8:a220:10da:6059:3cff:fe36:e7f0:64779,2409:803c:2000:2::27:53,2,396 bytes,2,236 bytes,4,632 bytes,485.743638000,539.1145
