addr_a,addr_b,frames_a,bytes_a,frames_b,bytes_b,frames_total,bytes_total,rel_start,duration
10.16.120.200:42257,221.178.66.26:37124,14220,2638 kB,17680,2046 kB,31900,4685 kB,1330.652420000,807.1606
240a:42bc:401:f43:6c82:70ff:febf:9645:20758,2409:8a6a:801:1518:66:7246:9929:534:29626,692,5616 kB,3390,395 kB,4082,6011 kB,842.067996000,6.2831
240a:42bc:401:f43:6c82:70ff:febf:9645:20758,2409:8a44:2e00:f0f0:65ff:999c:330d:400a:21238,368,2910 kB,1779,200 kB,2147,3110 kB,842.067937000,4.9412
10.16.120.200:45187,120.222.225.148:16285,699,74 kB,642,87 kB,1341,161 kB,1331.243650000,869.0403
10.16.120.200:20758,36.133.212.212:37424,357,2342 kB,948,89 kB,1305,2431 kB,853.902754000,62.4196
10.16.120.200:20758,36.161.123.166:24030,32,14 kB,496,45 kB,528,59 kB,853.902493000,31.3416
10.16.120.200:55517,183.194.190.204:5010,163,10 kB,167,46 kB,330,57 kB,1331.002924000,815.2907
10.16.120.200:20758,36.150.225.132:50851,91,7735 bytes,98,7662 bytes,189,15 kB,853.902658000,1344.0988
10.16.120.200:38710,221.181.81.139:17005,93,5952 bytes,93,34 kB,186,40 kB,830.433801000,1338.5042
10.16.120.200:55359,120.232.24.98:5010,50,3800 bytes,50,3800 bytes,100,7600 bytes,834.103209000,502.8391
