timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2025-11-02 23:54:22.806,62,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,6","75,92,71,66,16","23,22,22,22,18","8,7,9,6,5","22,44,56,109,8","8,3,3,4,3","0.02,0.04,0.00,0.18,0.00","0.42,0.11,0.34,0.05,0.04","18.0,19.0,19.0,21.0,21.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","46,20,2,11,21","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.07,-1.00,0.07,0.07","-99,6781,-99,4512,6046","-1.00,0.00,-1.00,0.00,0.00","38885184,39188770,29512148,29955028,30667262","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","120,122,124,126,125","18,19,19,21,22","20,20,20,20,20","{-105,-117,-117,-105},{-111,-116,-116,-109},{-107,-118,-118,-116}","{-20.00,11.40,2.20,3.50},{31.20,-14.30,1.70,3.80},{-20.00,9.60,-9.00,-8.60}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:23.831,72,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","4,2,2,2,5","72,4,63,75,6","23,22,22,21,20","7,3,4,9,4","36,0,64,166,1","9,0,4,9,3","0.09,0.07,0.00,0.15,0.14","0.09,0.00,0.06,0.02,0.00","18.0,18.0,-99.0,21.0,-99.0","0.0,0.0,-99.0,0.0,-99.0","-1.0,-1.0,-1.0,-1.0,4.0","136,12,0,39,75","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.07,0.07,0.07,-1.00,0.07","4286,1079,2170,-99,2337","0.00,0.00,0.00,-1.00,0.00","39034332,29444308,49503500,50703330,30670222","-1.0,-1.0,-1.0,-1.0,0.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","121,122,-99,127,-99","19,18,-99,22,-99","20,20,20,20,20","{-105,-116,-116,-104},{-118,-118,-118,-111},{-105,-119,-119,-116}","{5.60,59.10,-7.50,-7.60},{5.60,10.60,-3.40,1.90},{5.60,36.90,2.70,-2.20}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:24.850,79,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,6,2","92,71,66,16,6","22,22,22,18,22","7,9,6,5,3","44,56,109,8,0","3,3,4,3,18","0.04,0.00,0.18,0.00,0.18","0.11,0.34,0.05,0.04,0.00","19.0,19.0,21.0,21.0,17.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","20,2,11,21,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.07,-1.00,0.07,0.07,-1.00","6781,-99,4512,6046,-99","0.00,-1.00,0.00,0.00,-1.00","39188770,29512148,29955028,30667262,40894784","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","122,124,126,125,121","19,19,21,22,17","20,20,20,20,20","{-110,-121,-121,-110},{-110,-119,-119,-112},{-104,-115,-115,-114}","{56.80,10.30,-2.10,2.90},{5.60,-14.40,4.50,1.10},{31.20,9.20,-9.70,-9.80}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:25.882,86,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,5,2","4,63,75,6,8","22,22,21,20,23","3,4,9,4,2","0,64,166,1,0","0,4,9,3,3","0.07,0.00,0.15,0.14,0.15","0.00,0.06,0.02,0.00,0.00","18.0,-99.0,21.0,-99.0,17.0","0.0,-99.0,0.0,-99.0,0.0","-1.0,-1.0,-1.0,4.0,-1.0","12,0,39,75,2","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.07,0.07,-1.00,0.07,0.07","1079,2170,-99,2337,508","0.00,0.00,-1.00,0.00,0.00","29444308,49503500,50703330,30670222,30672342","-1.0,-1.0,-1.0,0.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","122,-99,127,-99,120","18,-99,22,-99,17","20,20,20,20,20","{-106,-116,-116,-104},{-109,-120,-120,-114},{-104,-114,-114,-113}","{5.60,11.40,1.20,6.40},{56.80,-14.20,3.30,0.20},{56.80,60.60,-11.00,-7.80}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:26.911,95,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,6,2,2","71,66,16,6,8","22,22,18,22,23","9,6,5,3,2","56,109,8,0,0","3,4,3,18,7","0.00,0.18,0.00,0.18,0.12","0.34,0.05,0.04,0.00,0.00","19.0,21.0,21.0,17.0,17.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","2,11,21,0,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.07,0.07,-1.00,0.07","-99,4512,6046,-99,276","-1.00,0.00,0.00,-1.00,0.00","29512148,29955028,30667262,40894784,30673009","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","124,126,125,121,120","19,21,22,17,17","20,20,20,20,20","{-106,-118,-118,-110},{-107,-118,-118,-116},{-104,-114,-114,-111}","{5.60,36.60,-3.10,1.20},{-20.00,9.60,-9.00,-8.60},{-20.00,-16.10,-7.20,-5.60}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:27.942,102,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,5,2,2","63,75,6,8,13","22,21,20,23,23","4,9,4,2,0","64,166,1,0,0","4,9,3,3,4","0.00,0.15,0.14,0.15,0.25","0.06,0.02,0.00,0.00,0.00","-99.0,21.0,-99.0,17.0,16.0","-99.0,0.0,-99.0,0.0,0.0","-1.0,-1.0,4.0,-1.0,-1.0","0,39,75,2,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.07,-1.00,0.07,0.07,-1.00","2170,-99,2337,508,-99","0.00,-1.00,0.00,0.00,-1.00","49503500,50703330,30670222,30672342,40898412","-1.0,-1.0,0.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,127,-99,120,119","-99,22,-99,17,16","20,20,20,20,20","{-111,-116,-116,-109},{-105,-119,-119,-116},{-104,-114,-114,-112}","{31.20,-14.30,1.70,3.80},{5.60,36.90,2.70,-2.20},{5.60,34.90,-10.40,-6.50}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:28.974,110,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,6,2,2,2","66,16,6,8,47","22,18,22,23,20","6,5,3,2,0","109,8,0,0,5","4,3,18,7,9","0.18,0.00,0.18,0.12,0.04","0.05,0.04,0.00,0.00,0.00","21.0,21.0,17.0,17.0,16.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","11,21,0,0,20","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.07,0.07,-1.00,0.07,0.07","4512,6046,-99,276,508","0.00,0.00,-1.00,0.00,0.00","29955028,30667262,40894784,30673009,30679212","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","126,125,121,120,119","21,22,17,17,16","20,20,20,20,20","{-118,-118,-118,-111},{-104,-115,-115,-114},{-104,-114,-114,-112}","{5.60,10.60,-3.40,1.90},{31.20,9.20,-9.70,-9.80},{31.20,37.30,-2.00,1.60}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:30.002,117,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,5,2,2,2","75,6,8,13,22","21,20,23,23,22","9,4,2,0,2","166,1,0,0,2","9,3,3,4,1","0.15,0.14,0.15,0.25,0.06","0.02,0.00,0.00,0.00,0.00","21.0,-99.0,17.0,16.0,15.0","0.0,-99.0,0.0,0.0,0.0","-1.0,4.0,-1.0,-1.0,-1.0","39,75,2,0,2","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.07,0.07,-1.00,0.07","-99,2337,508,-99,2211","-1.00,0.00,0.00,-1.00,0.00","50703330,30670222,30672342,40898412,30694948","-1.0,0.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","127,-99,120,119,119","22,-99,17,16,15","20,20,20,20,20","{-110,-119,-119,-112},{-104,-114,-114,-113},{-104,-115,-115,-112}","{5.60,-14.40,4.50,1.10},{56.80,60.60,-11.00,-7.80},{31.20,61.40,-6.20,-0.90}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:31.041,124,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","6,2,2,2,2","16,6,8,47,6","18,22,23,20,21","5,3,2,0,3","8,0,0,5,0","3,18,7,9,4","0.00,0.18,0.12,0.04,0.03","0.04,0.00,0.00,0.00,0.00","21.0,17.0,17.0,16.0,16.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","21,0,0,20,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.07,-1.00,0.07,0.07,0.07","6046,-99,276,508,180","0.00,-1.00,0.00,0.00,0.00","30667262,40894784,30673009,30679212,30695568","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","125,121,120,119,119","22,17,17,16,16","20,20,20,20,20","{-109,-120,-120,-114},{-104,-114,-114,-111},{-105,-115,-115,-113}","{56.80,-14.20,3.30,0.20},{-20.00,-16.10,-7.20,-5.60},{5.60,62.90,-3.90,-1.60}","1-cbnet,5-9;2-ims,6-5",0,{122},4
2025-11-02 23:54:32.067,131,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","6,8,47,6,4","22,23,20,21,23","3,2,0,3,3","0,0,5,0,0","18,7,9,4,2","0.18,0.12,0.04,0.03,0.17","0.00,0.00,0.00,0.00,0.00","17.0,17.0,16.0,16.0,15.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,20,0,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.07,0.07,0.07,0.07","-99,276,508,180,360","-1.00,0.00,0.00,0.00,0.00","40894784,30673009,30679212,30695568,30696448","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","121,120,119,119,119","17,17,16,16,15","20,20,20,20,20","{-105,-119,-119,-116},{-104,-114,-114,-112},{-104,-115,-115,-116}","{5.60,36.90,2.70,-2.20},{31.20,37.30,-2.00,1.60},{56.80,60.50,-20.00,-9.80}","1-cbnet,5-9;2-ims,6-5",0,{122},4
