timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2025-11-05 23:57:59.614,1383,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,6,13,5","81,30,5,4,3","20,20,19,19,20","3,2,5,3,4","348,51,4,2,2","28,17,21,25,17","0.11,0.07,0.03,0.05,0.02","0.14,0.14,0.00,0.00,0.00","19.7,24.1,21.8,23.1,22.4","24.0,24.0,25.0,25.0,25.0","1.6,1.6,4.3,3.5,3.3","372,-1,1439,4918,1013","1.0,1.0,1.0,1.0,1.0","3.0,3.0,0.0,0.0,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","365896,54181,8697,1651,1887","1.4,1.5,0.0,0.0,0.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","3.73,1.48,2.91,1.87,1.74","-111.00,-111.00,-111.00,-111.00,-111.00","114,116,115,115,115","19,24,22,24,22","100,100,100,100,100","{-99,-108,-116,-108},{-101,-112,-122,-116},{-104,-109,-124,-112}","{3.53,0.35,0.71,-2.13},{1.77,-0.14,-2.69,-10.81},{-0.94,-2.17,-9.85,-4.44}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:00.646,1390,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,3,3,3","2,108,2,2,11","21,19,19,22,20","6,6,3,3,5","4,674,0,0,36","23,32,8,14,39","0.24,0.05,0.05,0.16,0.15","0.15,0.35,0.00,0.00,0.00","21.2,23.1,21.6,23.6,21.4","23.0,25.0,25.0,24.0,24.0","1.5,3.1,3.9,3.1,3.5","263,560,533,-1,488","1.0,1.0,1.0,1.0,1.0","3.0,2.0,0.0,0.0,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","1227,679424,945,468,25157","1.5,0.4,0.0,0.0,0.1","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","3.10,1.19,3.35,1.91,1.47","-111.00,-111.00,-111.00,-111.00,-111.00","113,116,114,115,117","21,23,21,23,21","100,100,100,100,100","{-98,-108,-115,-107},{-100,-107,-122,-111},{-103,-103,-115,-113}","{3.91,0.08,-0.73,-2.72},{2.84,0.54,-5.68,-0.60},{-0.29,3.21,-1.87,-7.80}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:01.678,1397,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,6,13,5,3","30,5,4,3,6","20,19,19,20,21","2,5,3,4,4","51,4,2,2,8","17,21,25,17,23","0.07,0.03,0.05,0.02,0.12","0.14,0.00,0.00,0.00,0.00","24.1,21.8,23.1,22.4,22.1","24.0,25.0,25.0,25.0,23.0","1.6,4.3,3.5,3.3,4.6","-1,1439,4918,1013,325","1.0,1.0,1.0,1.0,1.0","3.0,0.0,0.0,0.0,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","54181,8697,1651,1887,16591","1.5,0.0,0.0,0.0,0.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.48,2.91,1.87,1.74,3.76","-111.00,-111.00,-111.00,-111.00,-111.00","116,115,115,115,116","24,22,24,22,22","100,100,100,100,100","{-105,-107,-110,-115},{-102,-108,-119,-115},{-101,-108,-116,-112}","{-2.43,1.45,0.22,-13.11},{1.57,-3.85,-3.50,-4.14},{1.83,0.96,-1.21,-6.43}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:02.714,1406,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,3,3,3","108,2,2,11,2","19,19,22,20,22","6,3,3,5,4","674,0,0,36,1","32,8,14,39,30","0.05,0.05,0.16,0.15,0.11","0.35,0.00,0.00,0.00,0.00","23.1,21.6,23.6,21.4,21.6","25.0,25.0,24.0,24.0,22.0","3.1,3.9,3.1,3.5,4.0","560,533,-1,488,1109","1.0,1.0,1.0,1.0,1.0","2.0,0.0,0.0,0.0,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","679424,945,468,25157,1337","0.4,0.0,0.0,0.1,0.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.19,3.35,1.91,1.47,4.37","-111.00,-111.00,-111.00,-111.00,-111.00","116,114,115,117,114","23,21,23,21,21","100,100,100,100,100","{-101,-107,-120,-107},{-99,-107,-114,-112},{-98,-110,-116,-110}","{1.15,2.32,-3.48,-3.46},{4.61,0.54,-5.23,-7.03},{5.06,-1.90,-0.32,2.07}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:03.746,1413,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","6,13,5,3,3","5,4,3,6,2","19,19,20,21,20","5,3,4,4,9","4,2,2,8,0","21,25,17,23,3","0.03,0.05,0.02,0.12,0.00","0.00,0.00,0.00,0.00,0.18","21.8,23.1,22.4,22.1,20.9","25.0,25.0,25.0,23.0,25.0","4.3,3.5,3.3,4.6,3.2","1439,4918,1013,325,-1","1.0,1.0,1.0,1.0,1.0","0.0,0.0,0.0,0.0,0.1","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","8697,1651,1887,16591,410","0.0,0.0,0.0,0.0,0.4","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","2.91,1.87,1.74,3.76,5.14","-111.00,-111.00,-111.00,-111.00,-111.00","115,115,115,116,112","22,24,22,22,20","100,100,100,100,100","{-102,-110,-127,-120},{-104,-109,-124,-112},{-97,-106,-116,-109}","{-0.27,-2.25,-14.54,-5.18},{-0.94,-2.17,-9.85,-4.44},{5.07,0.15,0.00,2.50}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:04.774,1421,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,3,3,3","2,2,11,2,3","19,22,20,22,21","3,3,5,4,6","0,0,36,1,2","8,14,39,30,19","0.05,0.16,0.15,0.11,0.05","0.00,0.00,0.00,0.00,0.06","21.6,23.6,21.4,21.6,21.8","25.0,24.0,24.0,22.0,24.0","3.9,3.1,3.5,4.0,4.8","533,-1,488,1109,525","1.0,1.0,1.0,1.0,1.0","0.0,0.0,0.0,0.0,0.3","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","945,468,25157,1337,1423","0.0,0.0,0.1,0.0,0.1","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","3.35,1.91,1.47,4.37,4.12","-111.00,-111.00,-111.00,-111.00,-111.00","114,115,117,114,112","21,23,21,21,21","100,100,100,100,100","{-101,-112,-122,-116},{-103,-103,-115,-113},{-99,-108,-123,-112}","{1.77,-0.14,-2.69,-10.81},{-0.29,3.21,-1.87,-7.80},{5.13,2.81,-7.22,-5.09}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:05.802,1428,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","13,5,3,3,3","4,3,6,2,4","19,20,21,20,21","3,4,4,9,7","2,2,8,0,11","25,17,23,3,27","0.05,0.02,0.12,0.00,0.03","0.00,0.00,0.00,0.18,0.00","23.1,22.4,22.1,20.9,20.4","25.0,25.0,23.0,25.0,24.0","3.5,3.3,4.6,3.2,5.2","4918,1013,325,-1,966","1.0,1.0,1.0,1.0,1.0","0.0,0.0,0.0,0.1,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","1651,1887,16591,410,11298","0.0,0.0,0.0,0.4,0.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.87,1.74,3.76,5.14,6.10","-111.00,-111.00,-111.00,-111.00,-111.00","115,115,116,112,112","24,22,22,20,20","100,100,100,100,100","{-100,-107,-122,-111},{-101,-108,-116,-112},{-99,-107,-113,-110}","{2.84,0.54,-5.68,-0.60},{1.83,0.96,-1.21,-6.43},{6.20,1.12,-0.15,-0.97}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:06.838,1435,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,3,3,3","2,11,2,3,9","22,20,22,21,20","3,5,4,6,4","0,36,1,2,41","14,39,30,19,45","0.16,0.15,0.11,0.05,0.16","0.00,0.00,0.00,0.06,0.01","23.6,21.4,21.6,21.8,19.1","24.0,24.0,22.0,24.0,23.0","3.1,3.5,4.0,4.8,3.5","-1,488,1109,525,516","1.0,1.0,1.0,1.0,1.0","0.0,0.0,0.0,0.3,0.7","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","468,25157,1337,1423,31743","0.0,0.1,0.0,0.1,0.4","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.91,1.47,4.37,4.12,5.94","-111.00,-111.00,-111.00,-111.00,-111.00","115,117,114,112,112","23,21,21,21,19","100,100,100,100,100","{-102,-108,-119,-115},{-98,-110,-116,-110},{-98,-108,-126,-102}","{1.57,-3.85,-3.50,-4.14},{5.06,-1.90,-0.32,2.07},{4.42,-3.49,-6.86,3.49}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:07.875,1442,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","5,3,3,3,3","3,6,2,4,11","20,21,20,21,17","4,4,9,7,5","2,8,0,11,47","17,23,3,27,24","0.02,0.12,0.00,0.03,0.11","0.00,0.00,0.18,0.00,0.09","22.4,22.1,20.9,20.4,23.7","25.0,23.0,25.0,24.0,25.0","3.3,4.6,3.2,5.2,3.3","1013,325,-1,966,288","1.0,1.0,1.0,1.0,1.0","0.0,0.0,0.1,0.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","1887,16591,410,11298,53248","0.0,0.0,0.4,0.0,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.74,3.76,5.14,6.10,7.02","-111.00,-111.00,-111.00,-111.00,-111.00","115,116,112,112,113","22,22,20,20,24","100,100,100,100,100","{-99,-107,-114,-112},{-97,-106,-116,-109},{-101,-103,-118,-107}","{4.61,0.54,-5.23,-7.03},{5.07,0.15,0.00,2.50},{-1.08,7.06,-1.61,0.35}","1-cbnet,1-9",0,{191},4
2025-11-05 23:58:08.903,1449,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,3,3,3","11,2,3,9,2","20,22,21,20,17","5,4,6,4,1","36,1,2,41,0","39,30,19,45,7","0.15,0.11,0.05,0.16,0.00","0.00,0.00,0.06,0.01,0.00","21.4,21.6,21.8,19.1,25.9","24.0,22.0,24.0,23.0,26.0","3.5,4.0,4.8,3.5,2.4","488,1109,525,516,-1","1.0,1.0,1.0,1.0,1.0","0.0,0.0,0.3,0.7,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","25157,1337,1423,31743,656","0.1,0.0,0.1,0.4,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.47,4.37,4.12,5.94,5.42","-111.00,-111.00,-111.00,-111.00,-111.00","117,114,112,112,115","21,21,21,19,27","100,100,100,100,100","{-104,-109,-124,-112},{-99,-108,-123,-112},{-100,-101,-118,-107}","{-0.94,-2.17,-9.85,-4.44},{5.13,2.81,-7.22,-5.09},{1.58,5.23,-2.37,1.60}","1-cbnet,1-9",0,{191},4
