timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2025-10-25 18:54:29.860,1705,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,4","21,20,16,18,18","24,24,25,25,25","4,0,1,0,6","35,0,0,0,0","57,8,7,7,-99","0.00,0.20,0.00,0.00,0.00","0.00,0.00,0.00,0.00,0.00","-0.9,-3.3,-1.4,-1.3,-2.1","22.0,22.0,22.0,22.0,22.0","11.1,11.1,11.1,11.0,12.2","1102,1038,-1,-1,-1","1.0,1.0,1.0,1.0,1.0","1.0,0.0,0.8,0.0,0.5","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","22606,0,111,0,306","1.0,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.76,16.66,15.56,9.88,15.31","34.60,34.81,34.85,35.03,34.77","68,66,66,69,69","0,-3,-1,-1,-2","100,100,100,100,100","{-75,-77,-75,-67},{-70,-78,-90,-73},{-77,-84,-70,-69}","{35.19,31.39,-inf,-inf},{34.94,34.55,-inf,-inf},{16.68,13.05,5.57,9.56}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:30.888,1716,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","5,4,4,4,4","29,-1,20,16,13","24,25,23,25,24","6,-1,0,1,2","43,-99,0,0,0","11,-99,-99,-99,7","0.00,0.00,0.00,0.00,0.00","0.00,-99.00,0.00,0.00,0.00","-3.5,1.2,-5.4,-3.2,0.2","22.0,22.0,22.0,22.0,22.0","11.0,11.0,11.0,11.6,11.0","834,-1,-1,-1,-1","1.0,1.0,1.0,1.0,1.0","1.0,-1.0,0.0,0.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","30619,0,80,72,236","1.0,1.0,1.0,1.6,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.35,14.47,12.27,17.33,16.81","35.13,34.45,34.85,34.35,34.95","65,71,66,68,74","-3,1,-5,-3,0","100,100,100,100,100","{-73,-80,-77,-68},{-73,-74,-80,-80},{-77,-86,-71,-73}","{25.26,24.48,-inf,-inf},{34.96,34.62,-inf,-inf},{35.11,33.34,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:31.912,1731,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,4","20,16,18,18,16","24,25,25,25,25","0,1,0,6,2","0,0,0,0,2","8,7,7,-99,23","0.20,0.00,0.00,0.00,0.06","0.00,0.00,0.00,0.00,0.00","-3.3,-1.4,-1.3,-2.1,0.3","22.0,22.0,22.0,22.0,22.0","11.1,11.1,11.0,12.2,11.0","1038,-1,-1,-1,-1","1.0,1.0,1.0,1.0,1.0","0.0,0.8,0.0,0.5,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,111,0,306,660","1.0,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","16.66,15.56,9.88,15.31,15.54","34.81,34.85,35.03,34.77,34.69","66,66,69,69,74","-3,-1,-1,-2,0","100,100,100,100,100","{-66,-82,-74,-68},{-73,-76,-84,-77},{-67,-88,-76,-72}","{35.20,32.65,-inf,-inf},{35.18,34.07,-inf,-inf},{35.43,34.38,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:32.985,1739,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,4","-1,20,16,13,16","25,23,25,24,23","-1,0,1,2,0","-99,0,0,0,0","-99,-99,-99,7,-99","0.00,0.00,0.00,0.00,0.00","-99.00,0.00,0.00,0.00,0.00","1.2,-5.4,-3.2,0.2,-9.1","22.0,22.0,22.0,22.0,22.0","11.0,11.0,11.6,11.0,11.0","-1,-1,-1,-1,-1","1.0,1.0,1.0,1.0,1.0","-1.0,0.0,0.0,1.0,0.5","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,80,72,236,222","1.0,1.0,1.6,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.47,12.27,17.33,16.81,16.10","34.45,34.85,34.35,34.95,35.50","71,66,68,74,62","1,-5,-3,0,-9","100,100,100,100,100","{-78,-76,-78,-75},{-70,-80,-79,-73},{-65,-88,-72,-83}","{34.46,34.35,-inf,-inf},{9.24,19.15,0.79,7.42},{35.33,34.12,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:34.006,1746,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,4","16,18,18,16,16","25,25,25,25,24","1,0,6,2,2","0,0,0,2,0","7,7,-99,23,7","0.00,0.00,0.00,0.06,0.00","0.00,0.00,0.00,0.00,0.00","-1.4,-1.3,-2.1,0.3,-10.1","22.0,22.0,22.0,22.0,22.0","11.1,11.0,12.2,11.0,11.0","-1,-1,-1,-1,-1","1.0,1.0,1.0,1.0,1.0","0.8,0.0,0.5,1.0,0.8","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","111,0,306,660,176","1.0,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","15.56,9.88,15.31,15.54,19.70","34.85,35.03,34.77,34.69,35.53","66,69,69,74,61","-1,-1,-2,0,-10","100,100,100,100,100","{-70,-70,-92,-74},{-77,-84,-70,-69},{-66,-87,-72,-80}","{34.78,34.86,-inf,-inf},{16.68,13.05,5.57,9.56},{35.47,33.66,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:35.030,1753,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,4","20,16,13,16,16","23,25,24,23,24","0,1,2,0,2","0,0,0,0,0","-99,-99,7,-99,7","0.00,0.00,0.00,0.00,0.00","0.00,0.00,0.00,0.00,0.00","-5.4,-3.2,0.2,-9.1,-9.8","22.0,22.0,22.0,22.0,22.0","11.0,11.6,11.0,11.0,11.0","-1,-1,-1,-1,-1","1.0,1.0,1.0,1.0,1.0","0.0,0.0,1.0,0.5,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","80,72,236,222,124","1.0,1.6,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","12.27,17.33,16.81,16.10,17.42","34.85,34.35,34.95,35.50,35.45","66,68,74,62,62","-5,-3,0,-9,-9","100,100,100,100,100","{-70,-78,-90,-73},{-77,-86,-71,-73},{-67,-81,-79,-74}","{34.94,34.55,-inf,-inf},{35.11,33.34,-inf,-inf},{35.54,32.94,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:36.153,1762,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,-1","18,18,16,16,-1","25,25,25,24,-1","0,6,2,2,-1","0,0,2,0,-99","7,-99,23,7,-99","0.00,0.00,0.06,0.00,-99.00","0.00,0.00,0.00,0.00,-99.00","-1.3,-2.1,0.3,-10.1,-99.0","22.0,22.0,22.0,22.0,-99.0","11.0,12.2,11.0,11.0,11.0","-1,-1,-1,-1,-1","1.0,1.0,1.0,1.0,-1.0","0.0,0.5,1.0,0.8,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,306,660,176,92","1.0,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","9.88,15.31,15.54,19.70,13.93","35.03,34.77,34.69,35.53,34.54","69,69,74,61,-99","-1,-2,0,-10,-99","100,100,100,100,100","{-73,-74,-80,-80},{-67,-88,-76,-72},{-82,-89,-73,-80}","{34.96,34.62,-inf,-inf},{35.43,34.38,-inf,-inf},{31.59,33.18,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:37.222,1774,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,4","16,13,16,16,19","25,24,23,24,24","1,2,0,2,3","0,0,0,0,4","-99,7,-99,7,23","0.00,0.00,0.00,0.00,0.02","0.00,0.00,0.00,0.00,0.00","-3.2,0.2,-9.1,-9.8,1.2","22.0,22.0,22.0,22.0,22.0","11.6,11.0,11.0,11.0,11.0","-1,-1,-1,-1,143","1.0,1.0,1.0,1.0,1.0","0.0,1.0,0.5,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","72,236,222,124,2723","1.6,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.33,16.81,16.10,17.42,11.80","34.35,34.95,35.50,35.45,33.84","68,74,62,62,76","-3,0,-9,-9,1","100,100,100,100,100","{-73,-76,-84,-77},{-65,-88,-72,-83},{-81,-84,-74,-75}","{35.18,34.07,-inf,-inf},{35.33,34.12,-inf,-inf},{15.80,8.01,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:38.248,1786,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,-1,4","18,16,16,-1,22","25,25,24,-1,24","6,2,2,-1,3","0,2,0,-99,25","-99,23,7,-99,56","0.00,0.06,0.00,-99.00,0.01","0.00,0.00,0.00,-99.00,0.00","-2.1,0.3,-10.1,-99.0,0.8","22.0,22.0,22.0,-99.0,22.0","12.2,11.0,11.0,11.0,11.0","-1,-1,-1,-1,1545","1.0,1.0,1.0,-1.0,1.0","0.5,1.0,0.8,-1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","306,660,176,92,16715","1.0,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","15.31,15.54,19.70,13.93,11.79","34.77,34.69,35.53,34.54,33.91","69,74,61,-99,75","-2,0,-10,-99,0","100,100,100,100,100","{-70,-80,-79,-73},{-66,-87,-72,-80},{-75,-78,-85,-72}","{9.24,19.15,0.79,7.42},{35.47,33.66,-inf,-inf},{34.74,34.42,-inf,-inf}","2-cmnet,1-8",0,{191},4
2025-10-25 18:54:39.272,1793,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,4,4,4,14","13,16,16,19,18","24,23,24,24,24","2,0,2,3,3","0,0,0,4,5","7,-99,7,23,89","0.00,0.00,0.00,0.02,0.00","0.00,0.00,0.00,0.00,0.00","0.2,-9.1,-9.8,1.2,-3.3","22.0,22.0,22.0,22.0,21.0","11.0,11.0,11.0,11.0,11.0","-1,-1,-1,143,15107","1.0,1.0,1.0,1.0,1.0","1.0,0.5,1.0,1.0,0.9","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","236,222,124,2723,3186","1.0,1.0,1.0,1.0,1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","16.81,16.10,17.42,11.80,10.51","34.95,35.50,35.45,33.84,34.30","74,62,62,76,70","0,-9,-9,1,-3","100,100,100,100,100","{-77,-84,-70,-69},{-67,-81,-79,-74},{-74,-81,-74,-79}","{16.68,13.05,5.57,9.56},{35.54,32.94,-inf,-inf},{33.69,34.77,-inf,-inf}","2-cmnet,1-8",0,{191},4
