curTime_of_UTC8,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,label,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_cqi_mean,mn_mac_mean,mn_bandwidth_mean,rsrp_1_mean,snr_1_mean
2025-10-30 00:03:58,28,184.67857142857144,5171,0.0353008934429713,166,1209.5602409638554,200787,0.006107265690723,0,3.6,18.0,14.4,3.6,32.8,-15.6,0.034,0.0699999999999999,2.76,349.6,100.0,-100.66666666666669,4.67
2025-10-30 00:03:59,22,148.72727272727272,3272,0.0428375872698697,139,1159.3525179856117,161150,0.006964496571383,0,5.6,18.2,13.0,4.4,71.4,-12.8,0.034,0.088,2.34,373.4,100.0,-101.0,4.736666666666667
2025-10-30 00:04:00,27,198.88888888888889,5370,0.0392900749489113,136,1079.0808823529412,146755,0.0075706541538238,0,3.6,25.2,14.4,4.4,62.6,-14.4,0.05,0.1119999999999999,2.44,274.4,100.0,-101.0,4.873333333333333
2025-10-30 00:04:01,18,151.77777777777777,2732,0.0545057190789116,142,1098.8239436619715,156033,0.0070070565586358,0,5.2,24.6,13.2,5.0,102.8,9.6,0.042,0.1159999999999999,2.12,411.4,100.0,-101.66666666666669,3.8733333333333335
2025-10-30 00:04:02,37,172.2972972972973,6375,0.0275642742981781,156,965.9551282051282,150689,0.0063553910989027,0,3.6,33.4,14.2,4.4,92.8,-14.2,0.054,0.118,2.16,151.2,100.0,-101.0,4.183333333333334
2025-10-30 00:04:03,22,145.45454545454547,3200,0.0436937700618397,103,850.8543689320388,87638,0.0097280567132153,0,5.2,29.6,13.4,5.4,131.6,11.8,0.048,0.142,1.92,397.8,100.0,-101.66666666666669,4.08
2025-10-30 00:04:04,30,191.56666666666663,5747,0.0350617965062459,108,843.0462962962963,91049,0.009339102992305,0,3.6,37.0,14.2,4.8,110.4,8.0,0.062,0.122,1.9,172.8,100.0,-101.66666666666669,5.359999999999999
2025-10-30 00:04:05,26,145.07692307692307,3772,0.0372793491070087,104,876.0576923076923,91110,0.0095490377682905,0,3.8,32.2,14.0,5.6,151.8,13.2,0.062,0.162,1.78,269.6,100.0,-102.0,4.12
2025-10-30 00:04:06,26,183.07692307692307,4760,0.0388321876525878,98,833.0714285714286,81641,0.010063988821847,0,3.0,31.4,14.0,4.8,116.0,9.0,0.066,0.122,1.5,124.0,100.0,-102.33333333333331,3.6266666666666665
2025-10-30 00:04:07,33,143.8181818181818,4746,0.0309736078435724,106,858.8301886792453,91036,0.0096295104836517,0,3.8,27.8,13.4,5.4,140.0,13.6,0.0579999999999999,0.154,1.62,264.8,100.0,-102.33333333333331,3.49
2025-10-30 00:04:08,23,187.7391304347826,4318,0.0404424356377643,100,738.44,73844,0.0097790002822875,0,3.0,28.4,14.2,5.0,111.8,9.8,0.052,0.128,1.5,139.2,100.0,-101.66666666666669,4.65
2025-10-30 00:04:09,22,145.0909090909091,3192,0.0470263199372725,107,572.8504672897196,61295,0.0095349338567145,0,3.6,24.2,14.4,5.6,113.2,14.8,0.084,0.16,1.7799999999999998,324.8,100.0,-102.0,4.0
2025-10-30 00:04:10,22,206.3181818181818,4539,0.0468595461411909,79,712.5822784810126,56294,0.0126275684260114,0,3.0,25.2,14.8,5.4,96.4,10.2,0.0579999999999999,0.108,1.92,118.4,100.0,-102.0,4.233333333333333
2025-10-30 00:04:11,21,146.76190476190476,3082,0.0476078078860328,106,673.5188679245283,71393,0.0094274259963125,0,3.0,22.8,15.4,6.0,81.0,11.2,0.068,0.104,2.28,126.4,100.0,-102.0,3.706666666666667
2025-10-30 00:04:12,26,181.84615384615384,4728,0.0378955786044781,97,498.3608247422681,48341,0.0101675471079718,0,3.0,19.2,16.2,6.0,71.8,14.0,0.094,0.128,2.54,344.0,100.0,-101.0,6.416666666666667
2025-10-30 00:04:13,15,146.8,2202,0.0659050623575846,88,559.0568181818181,49197,0.0115745338526639,0,3.0,22.8,16.0,6.4,75.0,11.0,0.078,0.096,2.8,125.2,100.0,-102.66666666666669,5.046666666666667
2025-10-30 00:04:14,29,191.6206896551724,5557,0.0351515556203907,93,416.2150537634408,38708,0.0106093216967839,0,3.0,17.0,16.8,6.4,58.0,13.6,0.1,0.122,2.76,347.0,100.0,-101.66666666666669,4.363333333333333
2025-10-30 00:04:15,21,143.33333333333334,3010,0.0443459011259533,85,440.8941176470588,37476,0.0114952816682703,0,3.0,21.6,16.8,6.8,66.6,12.2,0.106,0.092,3.26,105.4,100.0,-102.0,5.63
2025-10-30 00:04:16,23,188.08695652173915,4326,0.0467450411423392,102,323.04901960784315,32951,0.0101126666162528,0,3.0,16.0,17.4,6.2,48.4,13.2,0.104,0.124,3.08,362.8,100.0,-101.0,6.283333333333334
2025-10-30 00:04:17,20,145.6,2912,0.0479416966438293,91,229.30769230769232,20867,0.0108626832018841,0,3.0,19.2,16.6,7.0,53.8,11.4,0.098,0.08,3.72,79.2,100.0,-101.66666666666669,6.286666666666666
2025-10-30 00:04:18,34,172.35294117647058,5860,0.0301238298416137,91,338.43956043956047,30798,0.0112046697637537,0,3.0,14.6,17.0,6.2,39.0,12.4,0.074,0.098,3.38,293.0,100.0,-101.33333333333331,5.283333333333334
2025-10-30 00:04:19,19,145.57894736842104,2766,0.0519310424202366,81,266.7037037037037,21603,0.012282074233632,0,3.0,19.2,16.6,7.0,53.8,11.4,0.098,0.08,3.72,79.2,100.0,-101.66666666666669,6.286666666666666
2025-10-30 00:04:20,19,218.57894736842104,4153,0.0523512112466912,73,463.6027397260274,33843,0.0135629046453188,0,3.0,16.2,16.2,6.8,43.6,11.2,0.096,0.0699999999999999,3.76,77.8,100.0,-101.66666666666669,5.073333333333333
2025-10-30 00:04:21,17,143.41176470588235,2438,0.0576530063853544,78,434.9871794871795,33929,0.0130249598087408,0,3.0,13.6,16.8,5.8,35.8,11.6,0.064,0.068,3.4,305.8,100.0,-101.0,5.91
2025-10-30 00:04:22,25,182.96,4574,0.0415577983856201,83,261.28915662650604,21687,0.0117358184722532,0,3.0,12.4,15.8,6.8,36.2,11.2,0.092,0.076,3.92,68.8,100.0,-100.66666666666669,6.27
2025-10-30 00:04:23,20,144.6,2892,0.0500015974044799,70,272.2,19054,0.0142851727349417,0,3.0,12.8,15.8,6.2,30.6,11.2,0.072,0.094,3.28,282.8,100.0,-102.0,5.476666666666667
2025-10-30 00:04:24,23,204.5217391304348,4704,0.0438947884932808,68,341.30882352941177,23209,0.0150778959779178,0,3.0,10.0,15.2,6.4,27.6,10.8,0.086,0.068,3.62,67.4,100.0,-102.0,4.673333333333333
2025-10-30 00:04:25,14,146.57142857142858,2052,0.070433497428894,60,623.5,37410,0.0166953841845194,0,3.0,12.8,15.4,6.0,29.0,10.8,0.04,0.0799999999999999,3.5200000000000005,295.8,100.0,-101.66666666666669,6.039999999999999
2025-10-30 00:04:26,25,182.16,4554,0.0401645183563232,72,358.72222222222223,25828,0.013514820072386,0,3.0,11.4,15.0,6.2,27.2,9.2,0.046,0.056,3.7,59.6,100.0,-101.33333333333331,5.773333333333333
