curTime_of_UTC8,curWindow,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,max_send_packetInterval,min_send_packetInterval,std_send_packetInterval,cv_send_packetInterval,send_Mutation_of_numPackets,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,max_recv_packetInterval,min_recv_packetInterval,std_recv_packetInterval,cv_recv_packetInterval,recv_Mutation_of_numPackets,label,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat_mean,mn_irat_mean,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_txp_md_mean,mn_mtpl_mean,mn_cqi_mean,mn_mac_mean,mn_pu_m_l_mean,mn_pd_m_l_mean,mn_rlf_cause_mean,mn_retr_mean,mn_pp_s_mean,mn_pp_dis_mean,mn_pp_r_mean,mn_ri_mean,mn_prach_cfg_mean,mn_pre_for_mean,mn_o_fail_mean,mn_ph_dis_mean,mn_ssnr_mean,mn_tsnr_mean,mn_path_loss_mean,mn_target_pwr_mean,mn_bandwidth_mean,rf_sul_state,rf_sul_band,mn_ver,rsrp_1_mean,rsrp_2_mean,rsrp_3_mean,rsrp_4_mean,snr_1_mean,snr_2_mean,snr_3_mean,snr_4_mean
2025-10-31 22:43:16,1761921796.0,91,369.38461538461536,33614,0.0106188805548699,0.063349962234497,1.5974044799804688e-05,0.0168558964993117,1.5873515491782657,0.0,143,548.2377622377622,78398,0.0068905253510375,0.0445599555969238,9.5367431640625e-07,0.0103638301670658,1.504069666546599,-0.065359477124183,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,18.4,9.6,11.4,11.0,86.0,57.8,0.09,0.1679999999999999,25.18,25.2,9.74,1722.2,1.0,0.94,-1.0,-1.0,-99.0,-1.0,-387211.4,0.96,17.0,0.0,-1.0,-1.0,21.33,-111.0,112.2,30.6,100.0,0.0,191.0,4.0,-92.66666666666669,-96.66666666666669,-95.0,-96.66666666666669,22.30666666666667,21.28,99.0,99.0
2025-10-31 22:43:17,1761921797.0,99,362.1212121212121,35850,0.0102521000486431,0.0798728466033935,1.5974044799804688e-05,0.0192865261775408,1.8812268789840136,0.0879120879120879,161,527.6211180124224,84947,0.0062729631151471,0.0709030628204345,0.0,0.0104392338614226,1.6641631187365518,0.1258741258741259,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,21.2,8.6,10.8,11.2,86.0,56.8,0.122,0.186,24.86,25.4,9.74,1745.8,1.0,0.94,-1.0,-1.0,-99.0,-1.0,89586.0,0.96,17.0,0.0,-1.0,-1.0,20.774,-111.0,113.0,30.4,100.0,0.0,191.0,4.0,-95.33333333333331,-102.0,-101.0,-99.66666666666669,15.023333333333332,13.263333333333334,73.33333333333333,73.53
2025-10-31 22:43:18,1761921798.0,92,412.6847826086956,37967,0.0108855107556218,0.0733261108398437,1.5020370483398438e-05,0.0177425398181436,1.62992258392473,-0.0707070707070707,147,525.2857142857143,77217,0.0067691900292221,0.0416579246520996,0.0,0.0095183941873012,1.406134876729864,-0.0869565217391304,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,18.4,8.8,11.6,11.0,85.6,56.2,0.098,0.164,25.26,25.0,9.6,1549.8,1.0,1.0,-1.0,-1.0,-99.0,-1.0,74213.6,1.0,17.0,0.0,-1.0,-1.0,19.544,-85.186,115.0,32.0,100.0,0.0,191.0,4.0,-91.33333333333331,-90.33333333333331,-92.0,-92.33333333333331,16.49,17.493333333333332,99.0,99.0
2025-10-31 22:43:19,1761921799.0,88,381.95454545454544,33612,0.011537261984565,0.0793139934539794,1.5020370483398438e-05,0.0199932419786625,1.7329277956425182,-0.0434782608695652,156,510.5897435897436,79652,0.0064759223889081,0.049570083618164,9.5367431640625e-07,0.0104447784667514,1.612863440834463,0.0612244897959183,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,18.8,8.6,12.6,11.0,84.8,59.0,0.152,0.19,24.160000000000004,25.2,10.0,1834.8,1.0,1.0,-1.0,-1.0,-99.0,-1.0,88560.6,1.0,17.0,0.0,-1.0,-1.0,20.338,-84.518,114.0,29.2,100.0,0.0,191.0,4.0,-88.0,-85.66666666666667,-87.33333333333333,-91.66666666666669,19.070000000000004,19.716666666666665,99.0,99.0
2025-10-31 22:43:20,1761921800.0,91,375.010989010989,34126,0.010836627457168,0.0587160587310791,1.4066696166992188e-05,0.0159788914239155,1.4745262294078478,0.034090909090909,153,548.0522875816994,83852,0.0064541903975742,0.0437259674072265,0.0,0.0096529082124104,1.4956032620355426,-0.0192307692307692,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,17.2,8.6,12.4,11.0,86.6,57.6,0.114,0.186,24.4,24.8,9.3,1501.8,1.0,1.0,-1.0,-1.0,-99.0,-1.0,75183.2,1.0,17.0,0.0,-1.0,-1.0,20.09,-59.762,113.0,29.6,100.0,0.0,191.0,4.0,-90.0,-94.0,-89.0,-97.0,22.396666666666665,17.983333333333334,99.0,99.0
2025-10-31 22:43:21,1761921801.0,92,356.6521739130435,32812,0.0109961395678312,0.0759429931640625,1.3828277587890623e-05,0.0174476329507999,1.5867053017262736,0.0109890109890109,142,514.7464788732394,73094,0.0070910000465285,0.0432240962982177,9.5367431640625e-07,0.0105293927602614,1.4848953167636996,-0.0718954248366013,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,15.6,8.4,13.4,10.6,86.2,61.0,0.156,0.194,23.96,25.0,9.1,1711.8,1.0,1.0,-1.0,-1.0,-99.0,-1.0,89141.6,1.0,17.0,0.0,-1.0,-1.0,19.226,-84.518,114.2,28.8,100.0,0.0,191.0,4.0,-100.66666666666669,-103.0,-102.0,-105.33333333333331,14.696666666666667,13.623333333333337,99.0,99.0
2025-10-31 22:43:22,1761921802.0,89,417.7303370786517,37178,0.0109548890188838,0.0549201965332031,1.5974044799804688e-05,0.0162093514156607,1.4796454247705568,-0.0326086956521739,150,493.08,73962,0.0066677792867024,0.0928609371185302,0.0,0.0123858300122686,1.8575644873203367,0.056338028169014,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,16.6,8.6,12.2,10.2,86.8,63.8,0.148,0.18,24.7,25.0,8.739999999999998,1458.8,1.0,1.0,-1.0,-1.0,-99.0,-1.0,75304.6,1.0,17.0,0.0,-1.0,-1.0,18.688,-59.762,115.4,30.0,100.0,0.0,191.0,4.0,-102.33333333333331,-102.33333333333331,-102.33333333333331,-101.66666666666669,11.093333333333334,12.31,71.51333333333334,70.77333333333333
2025-10-31 22:43:23,1761921803.0,92,388.69565217391306,35760,0.0110757817392763,0.0583498477935791,1.4066696166992188e-05,0.0175769999124382,1.58697601001901,0.0337078651685393,151,510.57615894039736,77097,0.0065903647845944,0.0505321025848388,9.5367431640625e-07,0.0095886619221131,1.4549516203606152,0.0066666666666666,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,14.4,7.6,12.8,10.2,79.0,66.8,0.174,0.188,24.2,25.2,8.66,1558.0,1.0,1.0,-1.0,-1.0,-99.0,-1.0,83150.4,1.0,17.0,0.0,-1.0,-1.0,19.68,-84.518,114.0,28.0,100.0,0.0,191.0,4.0,-88.33333333333333,-84.33333333333333,-84.66666666666667,-89.66666666666667,19.166666666666668,20.46,99.0,99.0
2025-10-31 22:43:24,1761921804.0,100,356.48,35648,0.0100259900093078,0.0586841106414794,1.6927719116210938e-05,0.0156096766429814,1.5569212245862876,0.0869565217391304,152,515.3092105263158,78327,0.0064034995279814,0.0464169979095459,9.5367431640625e-07,0.0100517001071315,1.569719816985783,0.0066225165562913,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,15.8,8.8,11.8,10.4,81.6,58.6,0.16,0.182,24.940000000000005,25.2,8.4,1418.6,1.0,1.0,-1.0,-1.0,-99.0,-1.0,70326.8,1.0,17.0,0.0,-1.0,-1.0,19.066,-59.762,114.6,29.6,100.0,0.0,191.0,4.0,-94.66666666666669,-93.0,-95.0,-99.33333333333331,15.263333333333334,14.903333333333334,99.0,99.0
2025-10-31 22:43:25,1761921805.0,99,364.14141414141415,36050,0.0100627282653192,0.0694949626922607,1.5020370483398438e-05,0.015755226151946,1.5657012428971022,-0.01,156,523.6858974358975,81695,0.0065518663479731,0.0521240234375,0.0,0.0105665960427364,1.61276123192062,0.0263157894736842,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,14.6,8.2,10.8,10.4,82.6,71.4,0.182,0.212,25.36,25.4,8.22,2019.6,1.0,1.0,-1.0,-1.0,-99.0,-1.0,86684.6,1.0,17.0,0.0,-1.0,-1.0,19.646,-84.518,115.8,29.8,100.0,0.0,191.0,4.0,-99.66666666666669,-92.33333333333331,-94.0,-94.66666666666669,17.346666666666668,21.336666666666662,72.55,74.03666666666668
2025-10-31 22:43:26,1761921806.0,103,364.8932038834951,37584,0.009558464716939,0.0756201744079589,1.4781951904296877e-05,0.016094662221512,1.6838124843406894,0.0404040404040404,154,508.4935064935065,78308,0.0064113232996556,0.0494899749755859,0.0,0.00987056614892,1.5395520842709929,-0.0128205128205128,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,18.2,8.4,9.8,10.8,79.8,57.6,0.1679999999999999,0.1999999999999999,25.4,25.6,8.36,1535.8,1.0,1.0,-1.0,-1.0,-99.0,-1.0,67628.4,1.0,17.0,0.0,-1.0,-1.0,18.572,-59.762,115.8,31.2,100.0,0.0,191.0,4.0,-95.66666666666669,-94.0,-96.0,-95.33333333333331,16.41,17.16333333333333,71.51333333333334,70.77333333333333
