curTime_of_UTC8,num_send_packets_avg,num_send_packets_std,avg_send_packetLen_avg,avg_send_packetLen_std,send_dataStream_avg,send_dataStream_std,avg_send_packetInterval_avg,avg_send_packetInterval_std,num_recv_packets_avg,num_recv_packets_std,avg_recv_packetLen_avg,avg_recv_packetLen_std,recv_dataStream_avg,recv_dataStream_std,avg_recv_packetInterval_avg,avg_recv_packetInterval_std,mn_u_r_mean_avg,mn_u_r_mean_std,mn_d_r_mean_avg,mn_d_r_mean_std,mn_u_m_mean_avg,mn_u_m_mean_std,mn_d_m_mean_avg,mn_d_m_mean_std,mn_d_g_mean_avg,mn_d_g_mean_std,mn_u_g_mean_avg,mn_u_g_mean_std,mn_u_b_mean_avg,mn_u_b_mean_std,mn_d_b_mean_avg,mn_d_b_mean_std,mn_cqi_mean_avg,mn_cqi_mean_std,mn_mac_mean_avg,mn_mac_mean_std,mn_bandwidth_mean_avg,mn_bandwidth_mean_std,rsrp_1_mean_avg,rsrp_1_mean_std,snr_1_mean_avg,snr_1_mean_std,label
2025-11-10 00:00:01,70.0,0.0,183.3428571428572,0.0,12834.0,0.0,0.0143365723746163,0.0,125.0,0.0,1065.288,0.0,133161.0,0.0,0.0080535049438476,0.0,7.4,0.0,40.8,0.0,12.6,0.0,14.6,0.0,164.4,0.0,10.8,0.0,0.098,0.0,0.062,0.0,-1.0,0.0,443.2,0.0,20.0,0.0,-157.66666666666666,0.0,5.599999999999999,0.0,0
2025-11-10 00:00:02,78.5,8.5,177.3840722495895,5.958784893267691,13874.0,1040.0,0.01282594673739275,0.0015106256372235498,133.0,8.0,979.2929361702128,85.99506382978723,129558.0,3603.0,0.0075064293611133495,0.0005470755827342503,7.4,0.0,38.099999999999994,2.6999999999999993,12.1,0.5,14.3,0.2999999999999998,150.2,14.200000000000003,10.600000000000001,0.20000000000000018,0.095,0.0030000000000000027,0.047,0.015,-1.0,0.0,496.5,53.29999999999998,20.0,0.0,-130.83333333333331,26.83333333333333,9.866666666666665,4.2666666666666675,0
2025-11-10 00:00:03,80.33333333333333,7.408703590297623,169.43065134099618,12.255007951907773,13548.0,966.239445824205,0.012510373015578566,0.0013116783491735626,133.0,6.531972647421808,973.227872233776,70.7366289119877,128980.66666666667,3053.0367759913333,0.007499584650263933,0.0004467902143242441,7.533333333333334,0.18856180831641242,37.86666666666667,2.2291004663067313,11.799999999999999,0.5887840577551899,14.4,0.28284271247461884,149.86666666666665,11.60383078508511,10.733333333333334,0.24944382578492935,0.09133333333333331,0.005734883511361798,0.04800000000000001,0.012328828005937953,-1.0,0.0,496.3333333333333,43.5199060456502,20.0,0.0,-121.22222222222221,25.783045438791074,16.977777777777778,10.642936566823657,0
2025-11-10 00:00:04,79.5,6.576473218982953,162.18337811613674,16.437999346431596,12864.5,1449.7347171120653,0.01254499426998825,0.001137528444716312,131.25,6.417748826496718,978.3157454451733,61.89032528448975,128033.25,3111.84353518939,0.0076149263670726,0.000435462118468461,7.300000000000001,0.4358898943540675,36.7,2.794637722496422,11.75,0.5172040216394301,14.3,0.2999999999999998,145.7,12.372146135574058,10.850000000000001,0.2958039891549804,0.09299999999999997,0.005744562646538072,0.045500000000000006,0.011521718621802911,-1.0,0.0,697.35,350.2050649262515,20.0,0.0,-116.91666666666666,23.541187310753887,18.4,9.540556703999103,0
2025-11-10 00:00:05,67.4,24.90461804565571,170.31512354554098,21.924128099543086,11062.4,3830.357978048527,0.0201524797066657,0.015248951290074638,126.6,10.9288608738514,1013.6007445042867,89.6908831791867,127369.0,3084.115497188781,0.00797714284805148,0.0008224991925027802,7.360000000000001,0.40792156108742283,36.040000000000006,2.826729559048759,11.4,0.8390470785361213,14.4,0.3346640106136303,144.6,11.282552902601436,10.96,0.3440930106817049,0.08399999999999998,0.018718974330876145,0.047200000000000006,0.010851727973000429,-1.0,0.0,657.1600000000001,323.38183993539286,20.0,0.0,-114.46666666666665,21.61851058699465,15.839999999999998,9.951491233869314,0
2025-11-10 00:00:06,61.333333333333336,26.474306202219704,167.68195779332714,20.862022197383876,10017.0,4206.0283324453885,0.022529507282928685,0.014900561399853279,123.33333333333333,12.364824660660938,1042.6190004825442,104.47012972448381,127321.66666666667,2817.3881324533345,0.008179478836038116,0.0008766147167156238,7.2,0.5163977794943222,35.1,3.3281626562814894,11.366666666666667,0.7695597587076797,14.333333333333334,0.33993463423951903,141.43333333333334,12.498755493603712,11.0,0.32659863237109016,0.08233333333333331,0.01748967949645987,0.04566666666666667,0.010482790129010926,-1.0,0.0,764.0,379.7636633486675,20.0,0.0,-113.33333333333333,19.896956774564515,21.244444444444444,15.118429600333727,0
2025-11-10 00:00:07,64.14285714285714,25.45824913421172,169.84555817911288,20.028382786929633,10701.57142857143,4239.72444714926,0.02107606818108374,0.014247229101734643,124.85714285714286,12.040747146117416,1030.4857957227778,101.18375339174088,127465.71428571429,2632.151304502824,0.008062388221624727,0.0008607761508155697,7.228571428571429,0.48318670072250747,34.62857142857143,3.2905554397458205,11.22857142857143,0.7886956423909861,14.428571428571429,0.3917516914514883,141.25714285714284,11.579644349689943,10.914285714285715,0.36811710647786045,0.0754285714285714,0.02341462999834045,0.048,0.01126308762538687,-1.0,0.0,717.1428571428571,369.85276938318066,20.0,0.0,-112.14285714285714,18.650381623277244,23.885714285714283,15.419868209582956,0
2025-11-10 00:00:08,65.0,23.921747427811372,169.88599016728716,18.73514199697939,10874.125,3992.089504178858,0.020205369393115125,0.013524696284879758,124.625,11.27982158546845,1027.4464127208453,94.98972523311463,127002.375,2750.4501421358286,0.008088585630478188,0.0008081601101890063,7.25,0.45552167895721496,33.9,3.6318039594669744,11.3,0.7615773105863908,14.4,0.3741657386773942,138.225,13.479034646442603,11.125,0.6552671211040576,0.07649999999999997,0.0220850628253578,0.047,0.010862780491200215,-1.0,0.0,802.05,412.5006030298623,20.0,0.0,-111.33333333333334,17.576815537646297,22.666666666666664,14.78016689125442,0
2025-11-10 00:00:09,67.33333333333333,23.49940897601942,170.94516955438445,17.915909612866365,11380.333333333334,4026.909540136759,0.019270985818620787,0.013022205431127715,125.44444444444444,10.884352796674184,1021.3244207350274,91.21577335688957,127152.11111111111,2627.5064835291373,0.0080317418061233,0.0007787190319186221,7.2666666666666675,0.43204937989385733,33.55555555555556,3.5599972256890275,11.28888888888889,0.7187094057242768,14.466666666666665,0.40000000000000013,138.6888888888889,12.77570997761372,11.2,0.6531972647421808,0.0742222222222222,0.02179591081820309,0.04822222222222222,0.010809232450680275,-1.0,0.0,763.0222222222222,404.2719155820685,20.0,0.0,-110.74074074074075,16.656128355562767,24.56296296296296,14.931451968496471,0
2025-11-10 00:00:10,68.6,22.61503924383064,169.255652598946,17.736178940662036,11474.7,3830.7370061125316,0.01859441354577207,0.012519576719080085,124.4,10.79073676817297,1026.2145873571767,87.76963680292496,126744.5,2776.4604535271164,0.00810003998421458,0.0007666451381052006,7.3,0.42190046219457966,32.92,3.8783501646963225,11.400000000000002,0.758946638440411,14.439999999999998,0.3878143885933064,137.2,12.916965587938988,11.54,1.1934822998268553,0.07599999999999998,0.021354156504062638,0.04619999999999999,0.0119146968068852,-1.0,0.0,827.5200000000001,429.57173277579614,20.0,0.0,-110.36666666666667,15.841191032663334,23.519999999999996,14.506666666666668,0
