timestamp,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,rf_sul_state,rf_sul_band,mn_ver
2025-11-04 00:00:01.518,2,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,3,8,7,4","11,33,35,49,25","20,17,4,7,17","7,6,8,6,8","182,186,170,164,179","51,7,27,13,30","0.12,0.03,0.15,0.15,0.02","0.14,0.05,0.11,0.15,0.25","21.5,25.3,26.0,24.8,22.5","23.0,25.0,26.0,25.0,22.0","4.0,6.3,5.8,5.7,8.5","660,115,674,389,481","1.0,1.0,1.0,1.0,1.0","1.0,1.0,0.9,1.3,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-3316323,157572,155448,-844161,159436","0.5,0.5,0.2,0.6,1.0","17,17,17,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","2.08,8.73,3.35,4.70,20.42","-111.00,-111.00,-111.00,11.22,16.97","120,116,128,126,113","22,26,38,36,23","100,100,100,30,30","{-107,-109,-117,-110},{-114,-106,-114,-106},{-91,-91,-140,-140}","{-5.74,-1.55,-3.58,-8.52},{4.35,8.30,0.03,8.10},{21.19,20.22,-inf,-inf}",0,{189},4
2025-11-04 00:00:02.556,2,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","5,9,7,3,3","31,38,35,38,30","16,11,5,18,19","7,4,11,5,6","185,187,177,152,185","13,22,8,28,27","0.15,0.11,0.13,0.01,0.02","0.09,0.11,0.20,0.11,0.06","25.5,25.7,25.9,22.0,21.3","25.0,25.0,25.0,22.0,22.0","4.8,4.6,4.8,8.6,8.0","768,636,171,122,1022","1.0,1.0,1.0,1.0,1.0","1.0,1.3,0.0,0.7,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","161448,168763,159332,143232,159610","0.5,0.8,0.6,1.0,1.0","17,17,17,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","8.55,5.80,4.85,19.78,19.76","-111.00,-111.00,-111.00,15.45,17.50","117,123,129,113,112","29,34,38,22,21","100,100,100,30,30","{-104,-104,-109,-118},{-107,-111,-105,-105},{-92,-105,-140,-140}","{3.42,2.78,6.61,1.68},{3.81,3.84,4.48,7.70},{20.18,15.38,-inf,-inf}",0,{189},4
2025-11-04 00:00:03.601,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,8,7,4,3","33,35,49,25,21","17,4,7,17,19","6,8,6,8,5","186,170,164,179,101","7,27,13,30,24","0.03,0.15,0.15,0.02,0.01","0.05,0.11,0.15,0.25,0.18","25.3,26.0,24.8,22.5,19.0","25.0,26.0,25.0,22.0,22.0","6.3,5.8,5.7,8.5,9.5","115,674,389,481,662","1.0,1.0,1.0,1.0,1.0","1.0,0.9,1.3,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","157572,155448,-844161,159436,140468","0.5,0.2,0.6,1.0,1.0","17,17,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","8.73,3.35,4.70,20.42,19.79","-111.00,-111.00,11.22,16.97,18.55","116,128,126,113,112","26,38,36,23,19","100,100,30,30,30","{-99,-107,-107,-108},{-94,-94,-140,-140},{-93,-101,-140,-140}","{4.19,7.28,3.64,2.78},{12.01,12.28,-inf,-inf},{19.32,18.28,-inf,-inf}",0,{189},4
2025-11-04 00:00:04.649,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","9,7,3,3,6","38,35,38,30,22","11,5,18,19,20","4,11,5,6,7","187,177,152,185,117","22,8,28,27,28","0.11,0.13,0.01,0.02,0.00","0.11,0.20,0.11,0.06,0.23","25.7,25.9,22.0,21.3,21.4","25.0,25.0,22.0,22.0,22.0","4.6,4.8,8.6,8.0,7.7","636,171,122,1022,87","1.0,1.0,1.0,1.0,1.0","1.3,0.0,0.7,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","168763,159332,143232,159610,119948","0.8,0.6,1.0,1.0,1.0","17,17,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","5.80,4.85,19.78,19.76,19.08","-111.00,-111.00,15.45,17.50,15.49","123,129,113,112,113","34,38,22,21,21","100,100,30,30,30","{-105,-106,-112,-107},{-96,-95,-140,-140},{-96,-97,-140,-140}","{-2.48,4.87,8.72,8.86},{18.41,12.43,-inf,-inf},{9.72,12.97,-inf,-inf}",0,{189},4
2025-11-04 00:00:05.687,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","8,7,4,3,3","35,49,25,21,26","4,7,17,19,19","8,6,8,5,6","170,164,179,101,141","27,13,30,24,29","0.15,0.15,0.02,0.01,0.01","0.11,0.15,0.25,0.18,0.04","26.0,24.8,22.5,19.0,19.5","26.0,25.0,22.0,22.0,22.0","5.8,5.7,8.5,9.5,7.7","674,389,481,662,287","1.0,1.0,1.0,1.0,1.0","0.9,1.3,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","155448,-844161,159436,140468,108084","0.2,0.6,1.0,1.0,1.0","17,18,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","3.35,4.70,20.42,19.79,16.50","-111.00,11.22,16.97,18.55,12.06","128,126,113,112,115","38,36,23,19,19","100,30,30,30,30","{-117,-113,-123,-116},{-91,-91,-140,-140},{-97,-98,-140,-140}","{7.34,-8.52,-8.55,-1.61},{21.19,20.22,-inf,-inf},{16.47,12.26,-inf,-inf}",0,{189},4
2025-11-04 00:00:06.719,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","7,3,3,6,3","35,38,30,22,25","5,18,19,20,20","11,5,6,7,9","177,152,185,117,102","8,28,27,28,16","0.13,0.01,0.02,0.00,0.03","0.20,0.11,0.06,0.23,0.16","25.9,22.0,21.3,21.4,20.2","25.0,22.0,22.0,22.0,22.0","4.8,8.6,8.0,7.7,7.5","171,122,1022,87,103","1.0,1.0,1.0,1.0,1.0","0.0,0.7,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","159332,143232,159610,119948,88155","0.6,1.0,1.0,1.0,1.0","17,18,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","4.85,19.78,19.76,19.08,16.16","-111.00,15.45,17.50,15.49,10.11","129,113,112,113,117","38,22,21,21,20","100,30,30,30,30","{-114,-106,-114,-106},{-92,-105,-140,-140},{-98,-98,-140,-140}","{4.35,8.30,0.03,8.10},{20.18,15.38,-inf,-inf},{13.46,11.73,-inf,-inf}",0,{189},4
2025-11-04 00:00:07.763,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","7,4,3,3,3","49,25,21,26,23","7,17,19,19,20","6,8,5,6,9","164,179,101,141,143","13,30,24,29,25","0.15,0.02,0.01,0.01,0.04","0.15,0.25,0.18,0.04,0.12","24.8,22.5,19.0,19.5,18.1","25.0,22.0,22.0,22.0,22.0","5.7,8.5,9.5,7.7,6.7","389,481,662,287,362","1.0,1.0,1.0,1.0,1.0","1.3,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-844161,159436,140468,108084,188740","0.6,1.0,1.0,1.0,1.0","18,18,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","4.70,20.42,19.79,16.50,14.59","11.22,16.97,18.55,12.06,10.07","126,113,112,115,117","36,23,19,19,18","30,30,30,30,30","{-107,-111,-105,-105},{-93,-101,-140,-140},{-98,-98,-140,-140}","{3.81,3.84,4.48,7.70},{19.32,18.28,-inf,-inf},{15.21,12.21,-inf,-inf}",0,{189},4
2025-11-04 00:00:08.803,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,6,3,3","38,30,22,25,24","18,19,20,20,20","5,6,7,9,10","152,185,117,102,147","28,27,28,16,24","0.01,0.02,0.00,0.03,0.09","0.11,0.06,0.23,0.16,0.23","22.0,21.3,21.4,20.2,19.1","22.0,22.0,22.0,22.0,22.0","8.6,8.0,7.7,7.5,10.3","122,1022,87,103,76","1.0,1.0,1.0,1.0,1.0","0.7,1.0,1.0,1.0,0.2","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","143232,159610,119948,88155,144120","1.0,1.0,1.0,1.0,0.3","18,18,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","19.78,19.76,19.08,16.16,12.89","15.45,17.50,15.49,10.11,9.09","113,112,113,117,118","22,21,21,20,19","30,30,30,30,30","{-94,-94,-140,-140},{-96,-97,-140,-140},{-100,-99,-140,-140}","{12.01,12.28,-inf,-inf},{9.72,12.97,-inf,-inf},{7.21,8.50,-inf,-inf}",0,{189},4
2025-11-04 00:00:09.846,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,3,3,3,3","25,21,26,23,23","17,19,19,20,19","8,5,6,9,7","179,101,141,143,132","30,24,29,25,33","0.02,0.01,0.01,0.04,0.02","0.25,0.18,0.04,0.12,0.12","22.5,19.0,19.5,18.1,19.9","22.0,22.0,22.0,22.0,22.0","8.5,9.5,7.7,6.7,7.0","481,662,287,362,349","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,0.9","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","159436,140468,108084,188740,138379","1.0,1.0,1.0,1.0,1.0","18,18,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","20.42,19.79,16.50,14.59,9.65","16.97,18.55,12.06,10.07,8.81","113,112,115,117,119","23,19,19,18,19","30,30,30,30,30","{-96,-95,-140,-140},{-97,-98,-140,-140},{-98,-104,-140,-140}","{18.41,12.43,-inf,-inf},{16.47,12.26,-inf,-inf},{10.11,7.36,-inf,-inf}",0,{189},4
2025-11-04 00:00:10.883,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,6,3,3,9","30,22,25,24,25","19,20,20,20,19","6,7,9,10,7","185,117,102,147,139","27,28,16,24,20","0.02,0.00,0.03,0.09,0.03","0.06,0.23,0.16,0.23,0.08","21.3,21.4,20.2,19.1,18.8","22.0,22.0,22.0,22.0,22.0","8.0,7.7,7.5,10.3,7.8","1022,87,103,76,76","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.2,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","159610,119948,88155,144120,137513","1.0,1.0,1.0,0.3,1.0","18,18,18,18,18","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","19.76,19.08,16.16,12.89,9.25","17.50,15.49,10.11,9.09,8.67","112,113,117,118,118","21,21,20,19,18","30,30,30,30,30","{-91,-91,-140,-140},{-98,-98,-140,-140},{-99,-102,-140,-140}","{21.19,20.22,-inf,-inf},{13.46,11.73,-inf,-inf},{9.50,5.17,-inf,-inf}",0,{189},4
