timestamp,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,rf_sul_state,rf_sul_band,mn_ver
2025-10-25 21:55:49.539,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","10,12,11,11,12","17,17,17,16,16","22,22,22,22,22","24,25,25,25,24","522,543,496,411,459","215,258,212,216,222","0.00,0.00,0.00,0.00,0.01","0.11,0.11,0.10,0.12,0.09","3.7,2.9,0.5,6.7,3.7","22.0,22.0,22.0,21.0,21.0","9.0,9.2,9.2,9.3,9.2","3767,4497,3770,4752,4239","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","143828,137658,55260,72930,62001","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.73,14.62,14.69,16.42,14.86","-111.00,-111.00,-111.00,-111.00,-111.00","70,70,72,71,73","3,2,0,6,3","100,100,100,100,100","{-69,-77,-81,-70},{-78,-71,-74,-74},{-72,-78,-72,-67}","{16.00,12.40,10.57,9.85},{7.51,16.84,-inf,-inf},{15.29,18.72,-inf,-inf}",0,{191},4
2025-10-25 21:55:50.596,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","10,11,12,12,12","19,18,16,17,17","22,22,22,23,22","23,25,24,24,24","473,603,486,409,435","192,239,260,225,241","0.01,0.00,0.03,0.00,0.02","0.09,0.07,0.10,0.11,0.13","4.2,1.0,3.3,6.0,3.7","22.0,22.0,22.0,21.0,21.0","8.9,9.2,9.2,9.0,9.1","4411,4087,4342,5132,4071","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","140668,135616,87281,63387,44928","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","16.72,15.16,17.39,13.40,17.66","-111.00,-111.00,-111.00,-111.00,-111.00","68,72,79,75,73","4,1,3,6,3","100,100,100,100,100","{-67,-72,-82,-73},{-68,-69,-87,-71},{-72,-79,-68,-71}","{16.91,18.09,-inf,-inf},{20.43,16.24,-inf,-inf},{16.98,10.89,-inf,-inf}",0,{191},4
2025-10-25 21:55:51.660,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","12,11,11,12,11","17,17,16,16,16","22,22,22,22,22","25,25,25,24,23","543,496,411,459,486","258,212,216,222,243","0.00,0.00,0.00,0.01,0.02","0.11,0.10,0.12,0.09,0.07","2.9,0.5,6.7,3.7,3.2","22.0,22.0,21.0,21.0,21.0","9.2,9.2,9.3,9.2,9.2","4497,3770,4752,4239,3989","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","137658,55260,72930,62001,74865","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.62,14.69,16.42,14.86,16.45","-111.00,-111.00,-111.00,-111.00,-111.00","70,72,71,73,73","2,0,6,3,3","100,100,100,100,100","{-68,-75,-76,-70},{-74,-74,-72,-78},{-72,-83,-80,-79}","{16.74,17.16,-inf,-inf},{14.11,12.26,-inf,-inf},{17.60,9.14,-inf,-inf}",0,{191},4
2025-10-25 21:55:52.722,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","11,12,12,12,11","18,16,17,17,16","22,22,23,22,22","25,24,24,24,23","603,486,409,435,434","239,260,225,241,202","0.00,0.03,0.00,0.02,0.01","0.07,0.10,0.11,0.13,0.07","1.0,3.3,6.0,3.7,3.3","22.0,22.0,21.0,21.0,21.0","9.2,9.2,9.0,9.1,9.0","4087,4342,5132,4071,4181","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","135616,87281,63387,44928,54871","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","15.16,17.39,13.40,17.66,18.46","-111.00,-111.00,-111.00,-111.00,-111.00","72,79,75,73,72","1,3,6,3,3","100,100,100,100,100","{-72,-78,-77,-79},{-74,-75,-71,-73},{-73,-74,-85,-81}","{11.72,11.23,-inf,-inf},{8.61,9.98,-inf,-inf},{15.69,16.80,11.98,10.20}",0,{191},4
2025-10-25 21:55:53.768,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","11,11,12,11,11","17,16,16,16,15","22,22,22,22,22","25,25,24,23,24","496,411,459,486,452","212,216,222,243,246","0.00,0.00,0.01,0.02,0.00","0.10,0.12,0.09,0.07,0.12","0.5,6.7,3.7,3.2,6.1","22.0,21.0,21.0,21.0,21.0","9.2,9.3,9.2,9.2,9.0","3770,4752,4239,3989,4865","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","55260,72930,62001,74865,61558","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.69,16.42,14.86,16.45,14.94","-111.00,-111.00,-111.00,-111.00,-111.00","72,71,73,73,75","0,6,3,3,6","100,100,100,100,100","{-69,-72,-70,-68},{-72,-78,-72,-67},{-71,-70,-85,-86}","{13.48,16.91,-inf,-inf},{15.29,18.72,-inf,-inf},{15.74,16.99,-inf,-inf}",0,{191},4
2025-10-25 21:55:54.810,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","12,12,12,11,11","16,17,17,16,16","22,23,22,22,22","24,24,24,23,22","486,409,435,434,379","260,225,241,202,200","0.03,0.00,0.02,0.01,0.00","0.10,0.11,0.13,0.07,0.10","3.3,6.0,3.7,3.3,4.2","22.0,21.0,21.0,21.0,21.0","9.2,9.0,9.1,9.0,8.5","4342,5132,4071,4181,3959","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","87281,63387,44928,54871,66687","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.39,13.40,17.66,18.46,16.03","-111.00,-111.00,-111.00,-111.00,-111.00","79,75,73,72,72","3,6,3,3,4","100,100,100,100,100","{-78,-71,-74,-74},{-72,-79,-68,-71},{-69,-79,-82,-69}","{7.51,16.84,-inf,-inf},{16.98,10.89,-inf,-inf},{16.00,12.36,-inf,-inf}",0,{191},4
2025-10-25 21:55:55.853,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","11,12,11,11,11","16,16,16,15,16","22,22,22,22,22","25,24,23,24,21","411,459,486,452,366","216,222,243,246,216","0.00,0.01,0.02,0.00,0.01","0.12,0.09,0.07,0.12,0.09","6.7,3.7,3.2,6.1,3.9","21.0,21.0,21.0,21.0,21.0","9.3,9.2,9.2,9.0,8.9","4752,4239,3989,4865,4050","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","72930,62001,74865,61558,41795","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","16.42,14.86,16.45,14.94,17.46","-111.00,-111.00,-111.00,-111.00,-111.00","71,73,73,75,70","6,3,3,6,3","100,100,100,100,100","{-68,-69,-87,-71},{-72,-83,-80,-79},{-79,-81,-70,-83}","{20.43,16.24,-inf,-inf},{17.60,9.14,-inf,-inf},{12.66,12.94,-inf,-inf}",0,{191},4
2025-10-25 21:55:56.892,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","12,12,11,11,11","17,17,16,16,15","23,22,22,22,22","24,24,23,22,21","409,435,434,379,435","225,241,202,200,246","0.00,0.02,0.01,0.00,0.01","0.11,0.13,0.07,0.10,0.12","6.0,3.7,3.3,4.2,8.9","21.0,21.0,21.0,21.0,21.0","9.0,9.1,9.0,8.5,9.2","5132,4071,4181,3959,4451","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","63387,44928,54871,66687,86746","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","13.40,17.66,18.46,16.03,14.66","-111.00,-111.00,-111.00,-111.00,-111.00","75,73,72,72,78","6,3,3,4,8","100,100,100,100,100","{-74,-74,-72,-78},{-73,-74,-85,-81},{-84,-74,-74,-93}","{14.11,12.26,-inf,-inf},{15.69,16.80,11.98,10.20},{6.42,14.90,9.20,1.91}",0,{191},4
2025-10-25 21:55:57.926,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","12,11,11,11,9","16,16,15,16,17","22,22,22,22,22","24,23,24,21,22","459,486,452,366,453","222,243,246,216,201","0.01,0.02,0.00,0.01,0.01","0.09,0.07,0.12,0.09,0.05","3.7,3.2,6.1,3.9,10.7","21.0,21.0,21.0,21.0,22.0","9.2,9.2,9.0,8.9,9.2","4239,3989,4865,4050,3307","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","62001,74865,61558,41795,73155","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.86,16.45,14.94,17.46,15.23","-111.00,-111.00,-111.00,-111.00,-111.00","73,73,75,70,80","3,3,6,3,10","100,100,100,100,100","{-74,-75,-71,-73},{-71,-70,-85,-86},{-76,-69,-91,-90}","{8.61,9.98,-inf,-inf},{15.74,16.99,-inf,-inf},{10.72,17.08,-inf,-inf}",0,{191},4
2025-10-25 21:55:58.974,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","12,11,11,11,10","17,16,16,15,14","22,22,22,22,22","24,23,22,21,23","435,434,379,435,305","241,202,200,246,189","0.02,0.01,0.00,0.01,0.01","0.13,0.07,0.10,0.12,0.12","3.7,3.3,4.2,8.9,10.9","21.0,21.0,21.0,21.0,22.0","9.1,9.0,8.5,9.2,9.0","4071,4181,3959,4451,6190","1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","44928,54871,66687,86746,53574","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.66,18.46,16.03,14.66,15.08","-111.00,-111.00,-111.00,-111.00,-111.00","73,72,72,78,81","3,3,4,8,10","100,100,100,100,100","{-72,-78,-72,-67},{-69,-79,-82,-69},{-85,-78,-94,-92}","{15.29,18.72,-inf,-inf},{16.00,12.36,-inf,-inf},{11.43,15.23,8.50,9.97}",0,{191},4
