curTime_of_UTC8,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,label,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_cqi_mean,mn_mac_mean,mn_bandwidth_mean,rsrp_1_mean,snr_1_mean
2025-10-20 08:22:44,234,797.1794871794872,186540,0.0042742011893508,31,558.2903225806451,17307,0.0320960321734028,0,42.0,16.2,9.4,3.4,27.0,283.0,0.16,0.122,7.140000000000001,7692.0,30.0,-104.33333333333331,15.703333333333331
2025-10-20 08:22:45,234,787.7051282051282,184323,0.0042903973506047,28,566.2142857142857,15854,0.0360964706965855,0,39.6,16.2,9.0,4.0,39.4,440.0,0.188,0.152,6.56,16181.0,30.0,-107.66666666666669,11.48
2025-10-20 08:22:46,231,803.1601731601731,185530,0.0043096015979717,30,562.0333333333333,16861,0.0331561644872029,0,43.2,16.0,7.8,3.6,24.0,280.2,0.172,0.11,6.659999999999999,7675.4,30.0,-110.0,10.0
2025-10-20 08:22:47,231,784.1385281385282,181136,0.0043299961915779,24,688.875,16533,0.0416915814081827,0,40.6,16.4,7.2,4.4,36.2,416.8,0.188,0.134,6.4,16567.4,30.0,-102.66666666666669,14.046666666666669
2025-10-20 08:22:48,226,787.8230088495575,178048,0.0044278222902686,25,645.56,16139,0.0398848438262939,0,43.4,16.0,6.8,4.0,21.4,272.4,0.198,0.126,6.0600000000000005,7670.0,30.0,-101.66666666666669,17.4
2025-10-20 08:22:49,191,892.5235602094241,170472,0.0052565242607556,38,438.42105263157896,16660,0.0263350511852063,0,40.6,16.4,7.2,4.4,36.2,416.8,0.188,0.134,6.4,16567.4,30.0,-102.66666666666669,14.046666666666669
2025-10-20 08:22:50,227,797.8193832599119,181105,0.0043893963229813,25,730.04,18251,0.0399733161926269,0,39.8,16.2,6.6,4.4,30.4,387.0,0.198,0.158,6.24,16627.2,30.0,-101.66666666666669,17.093333333333334
2025-10-20 08:22:51,188,870.2553191489362,163608,0.0051174683773771,30,588.4666666666667,17654,0.033571704228719,0,43.8,15.8,6.4,4.2,18.6,273.0,0.21,0.156,6.0600000000000005,7930.4,30.0,-102.33333333333331,17.74
2025-10-20 08:22:52,161,1202.7080745341616,193636,0.0062406951596277,46,862.2608695652174,39664,0.0214949742607448,0,42.2,15.4,5.8,4.4,23.0,404.0,0.2079999999999999,0.15,6.18,17332.6,30.0,-105.33333333333331,15.856666666666667
2025-10-20 08:22:53,161,1131.223602484472,182127,0.0062638691493443,101,546.3465346534654,55181,0.0099493678253475,0,49.2,15.8,6.8,4.4,23.2,362.4,0.218,0.144,5.8,7092.2,30.0,-100.0,18.456666666666667
2025-10-20 08:22:54,160,1042.66875,166827,0.0062142565846443,46,525.1521739130435,24157,0.0211869789206463,0,44.0,16.0,6.0,4.4,26.4,367.8,0.186,0.1139999999999999,5.86,7122.6,30.0,-99.66666666666669,18.98
2025-10-20 08:22:55,157,1075.8789808917195,168913,0.0064565345739862,30,603.8333333333334,18115,0.0338784615198771,0,49.0,15.8,6.8,4.8,25.8,350.2,0.216,0.174,6.0,6935.2,30.0,-99.66666666666669,19.11
2025-10-20 08:22:56,148,1089.2432432432431,161208,0.0067018850429638,26,599.7307692307693,15593,0.0387788919302133,0,44.2,16.0,6.2,4.6,24.4,304.4,0.182,0.132,6.0,7101.2,30.0,-99.0,19.18
2025-10-20 08:22:57,177,995.2655367231638,176162,0.005783588872791,27,601.1111111111111,16230,0.036942994153058,0,49.8,16.0,6.8,4.8,26.2,352.6,0.206,0.152,6.0,7342.0,30.0,-99.0,20.036666666666665
2025-10-20 08:22:58,229,759.2139737991266,173860,0.0043607247448383,27,603.0370370370371,16282,0.0371243688795301,0,46.2,15.8,6.2,4.6,28.0,385.6,0.174,0.128,6.0,7289.8,30.0,-98.33333333333331,19.09
2025-10-20 08:22:59,231,784.1255411255411,181133,0.0043289393057554,30,643.2333333333333,19297,0.0330479065577189,0,48.0,15.8,6.6,4.6,26.2,340.4,0.202,0.156,6.0,7337.4,30.0,-100.33333333333331,18.986666666666668
2025-10-20 08:23:00,229,792.8253275109171,181557,0.0043706727340231,26,632.5,16445,0.0388713066394512,0,44.2,16.0,6.2,4.6,27.8,366.0,0.178,0.1379999999999999,6.0,7262.0,30.0,-98.33333333333331,20.16
2025-10-20 08:23:01,196,788.3316326530612,154513,0.0051011783736092,26,660.0769230769231,17162,0.0377656496488131,0,46.0,15.8,6.4,4.8,26.2,330.6,0.184,0.154,6.0,7280.4,30.0,-98.33333333333331,19.83666666666667
2025-10-20 08:23:02,190,787.4842105263158,149622,0.0052679312856573,28,677.3928571428571,18967,0.0360429627554757,0,44.6,16.0,6.4,4.6,27.6,368.8,0.174,0.15,6.0,7126.8,30.0,-98.66666666666669,19.52
2025-10-20 08:23:03,214,958.6822429906542,205158,0.004560056133805,34,1094.735294117647,37221,0.0294486214132869,0,44.4,15.4,6.4,4.6,19.8,272.0,0.184,0.144,6.0,6808.0,30.0,-99.33333333333331,19.64
2025-10-20 08:23:04,176,1106.8295454545455,194802,0.0058175393126227,36,1181.638888888889,42539,0.0279322200351291,0,46.8,15.2,6.6,4.6,23.6,425.4,0.194,0.172,6.0,7011.2,30.0,-98.33333333333331,19.78333333333333
2025-10-20 08:23:05,235,786.8127659574468,184901,0.0042582471319969,34,691.7647058823529,23520,0.029000205152175,0,42.8,17.4,6.2,5.4,25.4,273.2,0.184,0.144,5.92,7162.8,30.0,-98.0,20.13
2025-10-20 08:23:06,230,793.2130434782608,182439,0.0043460306913956,25,786.36,19659,0.0403378391265869,0,46.2,17.4,6.8,5.2,26.2,289.2,0.188,0.19,5.840000000000001,7038.0,30.0,-100.33333333333331,14.92
2025-10-20 08:23:07,179,971.4748603351956,173894,0.0054818824682821,27,654.0,17658,0.0366509667149296,0,49.2,15.4,7.2,4.6,25.4,435.2,0.208,0.18,5.52,7231.4,30.0,-101.66666666666669,17.116666666666664
2025-10-20 08:23:08,171,1005.3391812865495,171913,0.0057970877976445,33,595.7272727272727,19659,0.0308185418446858,0,52.4,17.6,7.2,5.2,27.4,333.0,0.172,0.152,5.300000000000001,7671.2,30.0,-100.33333333333331,15.47
2025-10-20 08:23:09,171,1009.7719298245614,172671,0.0060052746220638,26,732.2307692307693,19038,0.038073154596182,0,54.6,15.4,7.6,4.6,24.4,419.6,0.18,0.1639999999999999,4.92,7610.4,30.0,-103.33333333333331,14.153333333333334
2025-10-20 08:23:10,160,1050.09375,168015,0.006246693432331,28,717.25,20083,0.0360368915966578,0,57.0,18.0,7.4,5.0,28.6,354.0,0.164,0.158,4.7,8241.4,30.0,-103.66666666666669,12.446666666666664
2025-10-20 08:23:11,153,1110.5359477124182,169912,0.0065354646420946,43,1562.0232558139537,67167,0.0230738174083621,0,57.8,16.2,7.6,5.0,27.4,430.8,0.1639999999999999,0.178,4.42,8050.2,30.0,-103.33333333333331,15.136666666666663
2025-10-20 08:23:12,119,1191.2605042016808,141760,0.0084062103463822,73,1409.835616438356,102918,0.0139153689554292,0,59.6,21.8,7.4,5.6,45.6,350.4,0.1379999999999999,0.1679999999999999,4.1,8666.0,30.0,-103.66666666666669,11.716666666666669
2025-10-20 08:23:13,112,1197.071428571429,134072,0.0089519896677562,124,1248.1290322580646,154768,0.0080459925436204,0,57.4,19.0,7.8,5.0,41.8,383.6,0.136,0.156,3.82,8029.4,30.0,-104.33333333333331,12.9
2025-10-20 08:23:14,153,1234.6601307189542,188903,0.0065175754572051,133,1269.3834586466166,168828,0.0074919238126367,0,61.8,23.2,8.2,5.2,89.2,416.8,0.132,0.158,3.56,8595.4,30.0,-106.33333333333331,10.79
2025-10-20 08:23:15,153,1189.9738562091504,182066,0.0065489080217149,133,1289.218045112782,171466,0.0075552105007315,0,59.0,23.2,8.6,5.2,61.0,328.4,0.1379999999999999,0.164,3.14,8246.0,30.0,-106.33333333333331,9.733333333333334
2025-10-20 08:23:16,160,1065.73125,170517,0.0062403187155723,122,1299.2377049180327,158507,0.0080829018452128,0,61.8,23.2,8.2,5.2,89.2,416.8,0.132,0.158,3.56,8595.4,30.0,-106.33333333333331,10.79
2025-10-20 08:23:17,161,1071.4782608695652,172508,0.0062268446691287,103,1490.9708737864078,153570,0.0098340974270718,0,58.8,27.6,8.4,5.6,107.4,405.4,0.1339999999999999,0.118,2.74,8807.2,30.0,-106.66666666666669,11.493333333333334
