源标签文件: d:\XFC_files\code\UDP_QoE\data_label\highway\guangdian\video_dbad_sgood_2025103103_lag_timeList.txt
卡顿次数: 120 次
总卡顿时间: 406.919 秒 (6分钟46秒918毫秒)

卡顿区间详情:
   1. 20:55:32.419-20:55:36.942 -> 4.523秒
   2. 20:56:11.905-20:56:18.526 -> 6.621秒
   3. 20:56:51.667-20:56:52.561 -> 0.894秒
   4. 20:57:59.038-20:58:00.129 -> 1.091秒
   5. 20:59:11.531-20:59:12.324 -> 0.793秒
   6. 20:59:59.759-21:00:02.756 -> 2.997秒
   7. 21:00:04.140-21:00:08.657 -> 4.517秒
   8. 21:00:10.134-21:00:12.538 -> 2.404秒
   9. 21:00:13.399-21:00:15.534 -> 2.135秒
  10. 21:00:28.764-21:00:31.733 -> 2.969秒
  11. 21:00:32.729-21:00:35.615 -> 2.886秒
  12. 21:01:39.431-21:01:40.430 -> 0.999秒
  13. 21:02:00.139-21:02:00.967 -> 0.828秒
  14. 21:02:01.395-21:02:02.863 -> 1.468秒
  15. 21:02:34.072-21:02:35.234 -> 1.162秒
  16. 21:06:31.786-21:06:33.301 -> 1.515秒
  17. 21:06:38.357-21:06:39.287 -> 0.930秒
  18. 21:07:46.400-21:07:46.997 -> 0.597秒
  19. 21:08:00.495-21:08:01.408 -> 0.913秒
  20. 21:08:11.091-21:08:14.466 -> 3.375秒
  21. 21:08:17.105-21:08:18.427 -> 1.322秒
  22. 21:08:47.201-21:08:48.198 -> 0.997秒
  23. 21:08:51.736-21:08:54.804 -> 3.068秒
  24. 21:08:56.694-21:08:58.019 -> 1.325秒
  25. 21:09:50.690-21:09:51.531 -> 0.841秒
  26. 21:09:54.668-21:09:55.934 -> 1.266秒
  27. 21:10:04.459-21:10:05.540 -> 1.081秒
  28. 21:10:28.201-21:10:29.064 -> 0.863秒
  29. 21:10:35.088-21:10:36.006 -> 0.918秒
  30. 21:10:43.272-21:10:44.502 -> 1.230秒
  31. 21:10:49.562-21:10:50.441 -> 0.879秒
  32. 21:10:56.457-21:10:56.929 -> 0.472秒
  33. 21:11:12.258-21:11:13.137 -> 0.879秒
  34. 21:11:15.494-21:11:17.399 -> 1.905秒
  35. 21:11:19.095-21:11:20.036 -> 0.941秒
  36. 21:11:21.109-21:11:21.694 -> 0.585秒
  37. 21:11:24.366-21:11:25.996 -> 1.630秒
  38. 21:11:28.065-21:11:29.094 -> 1.029秒
  39. 21:11:38.872-21:11:39.906 -> 1.034秒
  40. 21:11:55.328-21:11:56.924 -> 1.596秒
  41. 21:12:18.131-21:12:19.359 -> 1.228秒
  42. 21:12:26.563-21:12:27.857 -> 1.294秒
  43. 21:12:36.868-21:12:37.834 -> 0.966秒
  44. 21:12:38.261-21:12:40.336 -> 2.075秒
  45. 21:12:43.454-21:12:49.007 -> 5.553秒
  46. 21:12:49.170-21:12:53.170 -> 4.000秒
  47. 21:13:08.730-21:13:10.170 -> 1.440秒
  48. 21:13:45.826-21:13:46.352 -> 0.526秒
  49. 21:13:58.335-21:14:01.423 -> 3.088秒
  50. 21:14:07.432-21:14:09.993 -> 2.561秒
  51. 21:14:12.899-21:14:14.240 -> 1.341秒
  52. 21:14:16.067-21:14:18.500 -> 2.433秒
  53. 21:14:28.663-21:14:31.527 -> 2.864秒
  54. 21:14:32.228-21:14:35.570 -> 3.342秒
  55. 21:14:36.062-21:14:37.254 -> 1.192秒
  56. 21:14:45.901-21:14:48.363 -> 2.462秒
  57. 21:14:56.148-21:14:56.977 -> 0.829秒
  58. 21:15:10.902-21:15:14.106 -> 3.204秒
  59. 21:15:16.288-21:15:18.197 -> 1.909秒
  60. 21:15:19.591-21:15:22.501 -> 2.910秒
  61. 21:15:31.890-21:15:35.294 -> 3.404秒
  62. 21:15:41.370-21:15:42.860 -> 1.490秒
  63. 21:16:06.393-21:16:08.209 -> 1.816秒
  64. 21:16:09.766-21:16:12.405 -> 2.639秒
  65. 21:16:50.101-21:16:54.974 -> 4.873秒
  66. 21:17:20.959-21:17:57.871 -> 36.912秒
  67. 21:17:59.364-21:18:12.497 -> 13.133秒
  68. 21:18:15.975-21:18:21.726 -> 5.751秒
  69. 21:18:25.103-21:18:30.760 -> 5.657秒
  70. 21:18:52.008-21:18:52.935 -> 0.927秒
  71. 21:18:57.097-21:18:58.098 -> 1.001秒
  72. 21:18:59.310-21:19:02.561 -> 3.251秒
  73. 21:19:05.029-21:19:06.804 -> 1.775秒
  74. 21:19:09.198-21:19:11.072 -> 1.874秒
  75. 21:19:15.871-21:19:19.601 -> 3.730秒
  76. 21:19:23.103-21:19:24.100 -> 0.997秒
  77. 21:19:25.323-21:19:28.094 -> 2.771秒
  78. 21:19:37.079-21:19:49.450 -> 12.371秒
  79. 21:20:02.567-21:20:10.817 -> 8.250秒
  80. 21:20:16.016-21:20:16.733 -> 0.717秒
  81. 21:20:26.196-21:20:28.979 -> 2.783秒
  82. 21:20:29.527-21:20:32.331 -> 2.804秒
  83. 21:20:33.228-21:20:36.398 -> 3.170秒
  84. 21:20:40.331-21:20:44.933 -> 4.602秒
  85. 21:20:47.537-21:20:49.190 -> 1.653秒
  86. 21:20:49.523-21:22:07.291 -> 77.768秒
  87. 21:22:09.569-21:22:20.529 -> 10.960秒
  88. 21:22:21.733-21:22:23.167 -> 1.434秒
  89. 21:22:29.430-21:22:30.376 -> 0.946秒
  90. 21:22:43.136-21:22:46.933 -> 3.797秒
  91. 21:23:07.909-21:23:08.703 -> 0.794秒
  92. 21:23:09.632-21:23:10.423 -> 0.791秒
  93. 21:23:25.821-21:23:26.805 -> 0.984秒
  94. 21:23:32.199-21:23:38.099 -> 5.900秒
  95. 21:23:39.365-21:23:40.330 -> 0.965秒
  96. 21:23:46.267-21:23:46.961 -> 0.694秒
  97. 21:23:51.857-21:23:58.990 -> 7.133秒
  98. 21:23:59.843-21:24:07.501 -> 7.658秒
  99. 21:24:08.098-21:24:11.209 -> 3.111秒
  100. 21:24:13.094-21:24:14.027 -> 0.933秒
  101. 21:24:16.428-21:24:17.461 -> 1.033秒
  102. 21:24:19.935-21:24:22.103 -> 2.168秒
  103. 21:24:40.723-21:24:43.433 -> 2.710秒
  104. 21:24:45.672-21:24:49.906 -> 4.234秒
  105. 21:24:50.699-21:24:51.996 -> 1.297秒
  106. 21:25:07.512-21:25:09.263 -> 1.751秒
  107. 21:25:24.072-21:25:25.356 -> 1.284秒
  108. 21:25:30.176-21:25:31.037 -> 0.861秒
  109. 21:25:38.200-21:25:38.805 -> 0.605秒
  110. 21:25:50.038-21:25:54.629 -> 4.591秒
  111. 21:25:57.545-21:25:58.037 -> 0.492秒
  112. 21:26:24.503-21:26:26.060 -> 1.557秒
  113. 21:26:27.402-21:26:28.562 -> 1.160秒
  114. 21:26:33.159-21:26:33.896 -> 0.737秒
  115. 21:26:43.268-21:26:44.063 -> 0.795秒
  116. 21:27:33.190-21:27:34.001 -> 0.811秒
  117. 21:27:35.938-21:27:37.940 -> 2.002秒
  118. 21:27:38.799-21:27:45.767 -> 6.968秒
  119. 21:27:53.533-21:27:58.567 -> 5.034秒
  120. 21:27:59.887-21:28:01.802 -> 1.915秒
