curTime_of_UTC8,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,label,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_cqi_mean,mn_mac_mean,mn_bandwidth_mean,rsrp_1_mean,snr_1_mean
2025-10-26 21:15:50,8,228.25,1826,0.0026046335697174,1,150.0,150,0.0,0,30.0,5.2,17.8,10.6,33.6,179.0,0.104,0.004,14.6,3838.8,20.0,-80.66666666666667,14.133333333333333
2025-10-26 21:15:51,264,601.8522727272727,158889,0.0038595913034496,115,287.8,33097,0.0086385395215905,0,28.8,6.2,18.2,10.6,41.6,196.2,0.094,0.01,14.72,3965.6,20.0,-86.0,48.26666666666667
2025-10-26 21:15:52,297,663.4713804713805,197051,0.003302615901035,126,273.6031746031746,34474,0.0080281742035396,0,31.0,6.2,17.2,9.8,33.6,187.0,0.11,0.004,14.580000000000002,3977.8,20.0,-86.33333333333333,22.666666666666668
2025-10-26 21:15:53,293,632.7679180887372,185401,0.003479846101572,121,262.9421487603305,31816,0.0083060087251269,0,30.2,6.6,17.2,10.4,40.4,192.4,0.096,0.01,14.32,3923.4,20.0,-86.66666666666667,22.666666666666668
2025-10-26 21:15:54,303,650.5709570957096,197123,0.0033002843951234,124,252.4435483870968,31303,0.0080240407297688,0,31.0,6.6,16.8,9.4,31.2,190.4,0.104,0.006,14.080000000000002,3810.6,20.0,-89.66666666666667,5.599999999999999
2025-10-26 21:15:55,283,635.8233215547704,179938,0.0035332790954374,123,259.130081300813,31873,0.0081710892964184,0,30.0,6.6,16.8,10.0,41.6,188.8,0.096,0.01,13.9,3475.8,20.0,-87.66666666666667,31.2
2025-10-26 21:15:56,299,679.6588628762541,203218,0.0032791868101394,126,241.04761904761904,30372,0.0079203106108165,0,31.4,6.8,15.6,9.2,30.2,192.0,0.082,0.004,13.88,4171.8,20.0,-86.66666666666667,39.73333333333333
2025-10-26 21:15:57,299,676.8528428093646,202379,0.0033423613545089,124,253.7741935483871,31468,0.0080405473709106,0,29.0,6.6,17.4,10.0,43.0,202.0,0.098,0.012,13.679999999999998,3583.2,20.0,-89.0,39.73333333333333
2025-10-26 21:15:58,300,671.3133333333334,201394,0.0033473833401997,126,255.03968253968253,32135,0.007976492245992,0,32.2,6.6,15.2,9.0,30.6,191.4,0.078,0.004,13.48,4192.8,20.0,-92.33333333333331,5.599999999999999
2025-10-26 21:15:59,289,646.5121107266436,186842,0.0034482215102568,127,255.66929133858267,32470,0.0078581017772043,0,29.8,5.8,17.0,9.8,32.0,201.8,0.098,0.016,13.02,3699.2,20.0,-90.33333333333331,5.599999999999999
2025-10-26 21:16:00,304,639.3322368421053,194357,0.003354012966156,148,578.9527027027027,85685,0.0067706349733713,0,32.2,6.6,15.2,9.0,30.6,191.4,0.078,0.004,13.48,4192.8,20.0,-92.33333333333331,5.599999999999999
2025-10-26 21:16:01,274,670.448905109489,183703,0.0036495732564995,66,451.9848484848485,29831,0.0151664090879035,0,31.4,7.2,15.0,9.2,42.4,199.4,0.0839999999999999,0.008,13.0,4230.4,20.0,-92.66666666666669,48.26666666666667
2025-10-26 21:16:02,280,658.3285714285714,184332,0.0035031710352216,128,259.578125,33226,0.0077581964433193,0,31.0,5.8,15.8,9.8,33.4,202.8,0.09,0.018,12.599999999999998,3867.4,20.0,-94.33333333333331,39.73333333333333
2025-10-26 21:16:03,302,694.2483443708609,209663,0.0033741589413573,125,258.272,32284,0.0080156230926513,0,33.2,7.4,14.4,9.2,40.2,188.2,0.0839999999999999,0.012,12.48,4194.6,20.0,-97.0,48.26666666666666
2025-10-26 21:16:04,295,687.4101694915254,202786,0.0033336413108696,129,249.42635658914728,32176,0.0077300385911335,0,31.6,6.0,15.2,9.4,34.2,211.0,0.088,0.018,12.32,4240.8,20.0,-95.66666666666669,31.2
2025-10-26 21:16:05,250,573.672,143418,0.0039888000488281,96,284.71875,27333,0.0103218033909797,0,32.8,7.2,13.2,9.2,41.4,195.2,0.086,0.012,12.58,4845.0,20.0,-94.66666666666669,14.133333333333333
2025-10-26 21:16:06,286,615.4440559440559,176017,0.0034958982801103,32,530.40625,16973,0.0303084999322891,0,31.8,6.0,14.6,9.4,32.0,197.2,0.088,0.018,12.02,4169.4,20.0,-94.33333333333331,14.133333333333333
2025-10-26 21:16:07,293,673.481228668942,197330,0.003414470587981,26,665.1538461538462,17294,0.0385659199494582,0,32.4,7.2,13.0,9.0,39.0,198.6,0.092,0.012,12.18,4746.8,20.0,-95.66666666666669,14.133333333333333
2025-10-26 21:16:08,286,652.6783216783217,186666,0.0034955456540301,117,260.7264957264957,30505,0.0088881447783902,0,32.0,6.6,13.4,9.2,29.4,188.0,0.092,0.02,11.58,4674.0,20.0,-96.66666666666669,31.2
2025-10-26 21:16:09,302,643.1456953642385,194230,0.0033756557679334,121,252.8842975206612,30599,0.0083033979431656,0,32.4,8.2,12.2,8.6,38.2,198.6,0.096,0.02,11.26,5441.0,20.0,-99.66666666666669,-2.9333333333333336
2025-10-26 21:16:10,301,640.7242524916943,192858,0.0033223122061289,122,265.1311475409836,32346,0.0082030823973358,0,33.0,9.0,11.0,7.8,29.2,196.6,0.1,0.022,10.06,6578.8,20.0,-98.66666666666669,14.133333333333333
2025-10-26 21:16:11,285,661.6,188556,0.0035085192897863,144,562.8194444444445,81046,0.0069238046805063,0,35.8,10.8,10.4,8.4,37.8,181.0,0.084,0.036,9.62,5835.0,20.0,-99.0,-2.9333333333333336
2025-10-26 21:16:12,252,717.1746031746031,180728,0.0037690164550902,137,294.54014598540147,40352,0.007278153496067,0,35.8,9.2,9.8,8.4,31.4,201.6,0.104,0.02,9.419999999999998,7361.8,20.0,-100.0,5.599999999999999
2025-10-26 21:16:13,135,1183.2,159732,0.0075024286905924,129,282.73643410852713,36473,0.0077985885531403,0,35.0,11.0,11.2,9.2,39.6,196.4,0.09,0.0419999999999999,9.0,5152.6,20.0,-93.66666666666669,14.166666666666666
2025-10-26 21:16:14,262,854.5610687022901,223895,0.0038822670929304,128,283.9453125,36345,0.0077839847654104,0,35.8,8.8,12.8,9.2,34.0,223.4,0.114,0.02,6.639999999999999,6458.6,20.0,-92.0,-2.9333333333333336
2025-10-26 21:16:15,305,663.2,202276,0.0033449149522625,107,275.7570093457944,29506,0.0093327571298474,0,34.0,10.8,13.4,9.6,47.0,235.0,0.09,0.046,6.540000000000001,4975.0,20.0,-93.66666666666669,-11.466666666666669
2025-10-26 21:16:16,309,655.7799352750809,202636,0.0032362490410172,105,286.62857142857143,30096,0.009181142988659,0,37.6,8.4,15.2,10.0,36.6,236.4,0.128,0.022,4.040000000000001,6138.8,20.0,-94.66666666666669,5.599999999999999
2025-10-26 21:16:17,272,599.5625,163081,0.0036087097490535,98,307.2040816326531,30106,0.0106231825692313,0,32.8,9.8,15.8,10.2,49.0,251.6,0.1,0.052,4.16,4044.6,20.0,-90.0,22.7
2025-10-26 21:16:18,254,722.0433070866142,183399,0.003944212057459,124,297.6935483870968,36914,0.0078874845658579,0,36.2,7.0,17.6,11.2,40.8,250.0,0.13,0.02,5.36,5078.0,20.0,-90.0,5.599999999999999
2025-10-26 21:16:19,304,666.8388157894736,202719,0.0033447240528307,74,313.0945945945946,23169,0.0132548776832786,0,33.2,7.8,18.4,11.2,51.0,277.0,0.114,0.044,2.68,3316.8,20.0,-92.66666666666669,31.2
2025-10-26 21:16:20,295,651.9322033898305,192320,0.0033899323414948,119,265.453781512605,31589,0.0087479743636956,0,36.4,5.4,20.4,12.0,38.6,257.6,0.134,0.018,3.98,3703.0,20.0,-93.33333333333331,22.666666666666668
2025-10-26 21:16:21,274,611.1642335766423,167459,0.0035760219949875,60,382.3833333333333,22943,0.0161325693130493,0,29.6,4.8,21.2,11.2,40.8,288.8,0.1159999999999999,0.024,0.9,2287.6,20.0,-91.66666666666669,31.2
2025-10-26 21:16:22,292,711.222602739726,207677,0.0034937466660591,75,926.12,69459,0.0137643718719482,0,31.8,4.6,23.8,12.2,44.4,277.2,0.12,0.018,2.2,2822.2,20.0,-85.33333333333333,39.766666666666666
2025-10-26 21:16:23,266,657.8157894736842,174979,0.0036885030287549,125,310.048,38756,0.0079817276000976,0,27.8,4.0,23.0,11.0,41.6,278.4,0.1139999999999999,0.018,-1.0,2233.6,20.0,-86.33333333333333,22.666666666666668
2025-10-26 21:16:24,276,656.4927536231884,181192,0.0036200803259144,127,261.34645669291336,33191,0.0078745676776555,0,31.8,4.6,23.8,12.2,44.4,277.2,0.12,0.018,2.2,2822.2,20.0,-85.33333333333333,39.766666666666666
2025-10-26 21:16:25,286,662.9230769230769,189596,0.0035646536967137,100,283.77,28377,0.0098989105224609,0,30.8,4.6,24.0,11.8,44.0,260.8,0.122,0.02,2.2,2727.6,20.0,-86.33333333333333,14.166666666666666
2025-10-26 21:16:26,308,699.3961038961039,215414,0.0032470582367537,125,292.704,36588,0.0079976482391357,0,27.2,4.0,23.4,11.0,37.4,255.6,0.102,0.018,-1.0,2145.4,20.0,-85.33333333333333,39.73333333333333
2025-10-26 21:16:27,287,671.7979094076655,192806,0.003483707481145,125,308.088,38511,0.0080913028717041,0,28.2,4.6,24.6,12.0,45.8,279.2,0.088,0.02,2.2,2622.2,20.0,-86.33333333333333,56.79999999999999
2025-10-26 21:16:28,305,662.0262295081967,201918,0.0032158984512579,99,293.9191919191919,29098,0.0100397895080874,0,26.4,4.0,24.0,11.2,38.8,245.0,0.074,0.01,-1.0,2142.2,20.0,-88.33333333333333,39.766666666666666
2025-10-26 21:16:29,308,652.3538961038961,200925,0.0033098923695551,102,301.44117647058823,30747,0.0098246850219427,0,28.8,4.6,25.2,11.8,44.2,278.4,0.068,0.018,-1.0,2734.8,20.0,-86.66666666666667,14.2
