curTime_of_UTC8,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,label,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_cqi_mean,mn_mac_mean,mn_bandwidth_mean,rsrp_1_mean,snr_1_mean
2025-10-28 00:00:01,4,107.0,428,0.2512067556381225,4,97.5,390,0.1285489797592163,0,3.2,7.4,13.6,2.6,2.8,6.8,0.056,0.184,6.5200000000000005,155.4,30.0,-101.33333333333331,13.563333333333333
2025-10-28 00:00:02,3,100.0,300,0.3452819983164469,3,120.33333333333331,361,0.4945263067881266,0,3.0,7.6,12.8,0.6,3.2,6.4,0.046,0.2219999999999999,6.0200000000000005,132.8,30.0,-99.66666666666669,11.103333333333332
2025-10-28 00:00:03,7,96.57142857142856,676,0.1395771162850516,7,182.42857142857144,1277,0.1151368618011474,0,3.2,7.6,13.0,2.0,7.0,9.0,0.056,0.17,5.44,215.0,30.0,-99.33333333333331,14.383333333333336
2025-10-28 00:00:04,3,100.0,300,0.3352397282918294,3,115.0,345,0.2404136657714843,0,3.4,7.6,12.4,0.6,4.6,8.4,0.0399999999999999,0.154,5.6,233.4,30.0,-100.66666666666669,12.78
2025-10-28 00:00:05,6,102.66666666666669,616,0.1671573321024576,4,162.75,651,0.3304512500762939,0,3.2,7.6,13.2,2.0,7.4,10.0,0.058,0.186,5.680000000000001,283.4,30.0,-98.66666666666669,11.713333333333331
2025-10-28 00:00:06,3,111.33333333333331,334,0.3351976076761881,4,102.5,410,0.1727537512779235,0,3.4,7.6,12.4,0.6,4.6,8.4,0.0399999999999999,0.154,5.6,233.4,30.0,-100.66666666666669,12.78
2025-10-28 00:00:07,3,100.0,300,0.3354443709055583,3,109.66666666666669,329,0.3353473345438639,0,3.4,7.6,12.4,0.6,4.8,8.0,0.034,0.162,5.34,264.4,30.0,-99.66666666666669,13.01
2025-10-28 00:00:08,3,100.0,300,0.3353370030721028,3,109.0,327,0.3370363712310791,0,3.2,7.8,14.4,1.6,7.8,10.2,0.07,0.21,5.0600000000000005,268.4,30.0,-98.66666666666669,11.826666666666668
2025-10-28 00:00:09,1,103.0,103,0.5038430690765381,2,87.5,175,0.501009464263916,0,3.4,7.6,13.0,0.4,4.8,8.0,0.048,0.154,5.28,272.6,30.0,-97.66666666666669,13.64
2025-10-28 00:00:10,57,94.91228070175438,5410,0.0256592809108265,30,963.8,28914,0.038760495185852,0,3.2,7.8,14.4,1.4,7.4,10.2,0.054,0.178,5.16,268.4,30.0,-97.0,13.416666666666666
2025-10-28 00:00:11,26,115.76923076923076,3010,0.0395655356920682,26,109.73076923076924,2853,0.0491535021708561,0,3.4,7.8,13.4,1.8,8.8,8.2,0.0679999999999999,0.134,5.32,247.6,30.0,-97.66666666666669,12.203333333333331
2025-10-28 00:00:12,47,115.51063829787236,5429,0.0214462990456439,43,112.11627906976744,4821,0.0233306995657987,0,3.4,7.8,14.0,1.8,9.6,9.2,0.056,0.174,5.36,260.8,30.0,-98.0,12.183333333333332
2025-10-28 00:00:13,53,108.77358490566036,5765,0.0188702997171653,52,115.51923076923076,6007,0.0193232481296245,0,3.4,7.8,13.6,2.0,9.6,9.0,0.062,0.15,5.5200000000000005,296.0,30.0,-98.0,12.07
2025-10-28 00:00:14,70,110.07142857142856,7705,0.0139845575605119,62,121.06451612903226,7506,0.0156125483974333,0,3.4,7.4,14.8,1.6,7.4,8.6,0.048,0.158,5.779999999999999,232.2,30.0,-97.0,13.726666666666668
2025-10-28 00:00:15,77,112.012987012987,8625,0.0130849596741911,73,114.7945205479452,8380,0.0139520984806426,0,3.0,7.8,14.4,2.0,10.2,9.2,0.06,0.154,5.74,213.4,30.0,-99.0,13.36
2025-10-28 00:00:16,88,120.125,10571,0.0112136141820387,71,117.90140845070422,8371,0.0138986446488071,0,3.4,7.4,15.6,1.2,9.8,9.6,0.0379999999999999,0.122,5.54,165.2,30.0,-101.66666666666669,11.076666666666666
2025-10-28 00:00:17,17,97.29411764705884,1654,0.0598002321579877,16,122.4375,1959,0.0589245110750198,0,3.8,11.0,15.6,3.4,76.6,14.0,0.068,0.206,5.42,246.2,30.0,-99.0,11.980000000000002
2025-10-28 00:00:18,29,95.44827586206895,2768,0.0348303153597075,26,135.15384615384616,3514,0.0416843432646531,0,3.4,7.2,15.6,1.2,10.0,10.4,0.034,0.09,5.44,177.0,30.0,-99.0,13.766666666666666
2025-10-28 00:00:19,20,96.1,1922,0.0499607443809509,20,124.15,2483,0.0499637007713317,0,4.2,11.0,15.8,4.4,77.2,15.0,0.0599999999999999,0.2239999999999999,6.26,286.0,30.0,-100.66666666666669,14.87
2025-10-28 00:00:20,25,97.04,2426,0.039218521118164,23,127.6086956521739,2935,0.0417432163072669,0,3.4,7.2,15.6,1.8,10.8,10.6,0.04,0.128,6.779999999999999,232.4,30.0,-104.33333333333331,11.546666666666669
2025-10-28 00:00:21,21,97.61904761904762,2050,0.0419435274033319,22,122.77272727272728,2701,0.0409559119831431,0,5.2,10.8,13.2,3.4,71.8,13.0,0.032,0.2319999999999999,7.459999999999999,234.2,30.0,-101.0,12.803333333333333
2025-10-28 00:00:22,18,97.11111111111111,1748,0.0622184938854641,16,127.3125,2037,0.0699934959411621,0,5.2,10.8,12.8,3.4,71.0,11.2,0.036,0.2199999999999999,7.639999999999999,181.2,30.0,-101.66666666666669,14.446666666666667
2025-10-28 00:00:23,17,96.47058823529412,1640,0.0531884221469654,18,120.72222222222224,2173,0.0533336136076185,0,3.0,7.4,14.4,1.6,6.4,7.4,0.046,0.164,8.6,126.6,30.0,-104.0,14.65
2025-10-28 00:00:24,9,98.66666666666669,888,0.1072119871775309,8,125.25,1002,0.1161411106586456,0,5.2,10.8,12.0,3.4,69.2,9.0,0.044,0.242,7.439999999999999,163.2,30.0,-105.33333333333331,11.21
2025-10-28 00:00:25,12,100.33333333333331,1204,0.0944782495498657,10,126.6,1266,0.0922320127487182,0,3.0,7.6,14.6,1.8,3.6,5.2,0.054,0.212,9.0,100.6,30.0,-102.66666666666669,12.506666666666666
2025-10-28 00:00:26,8,105.25,842,0.1230901181697845,8,111.875,895,0.1235612332820892,0,4.4,7.8,11.6,2.2,2.8,4.6,0.05,0.24,8.440000000000001,100.0,30.0,-105.0,11.843333333333334
2025-10-28 00:00:27,7,100.0,700,0.1321157387324742,8,107.5,860,0.1451386511325836,0,3.0,7.8,13.6,2.0,3.0,4.6,0.046,0.256,10.1,106.8,30.0,-104.33333333333331,13.723333333333334
2025-10-28 00:00:28,8,99.25,794,0.1156634986400604,8,114.875,919,0.1186319887638092,0,4.8,7.8,10.0,1.4,2.4,3.6,0.044,0.2299999999999999,8.6,48.2,30.0,-104.0,12.613333333333337
2025-10-28 00:00:29,7,100.0,700,0.1320471423012869,7,111.71428571428572,782,0.1325828688485281,0,3.4,8.0,12.8,1.6,2.4,4.4,0.05,0.244,9.76,51.4,30.0,-105.0,10.593333333333334
