timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2025-11-27 23:56:22.728,94,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,-1,-1,2","3,4,4,-1,4","10,12,-1,-1,11","1,10,6,-1,9","0,0,0,-99,0","-99,0,0,-99,0","0.00,0.50,0.00,-99.00,0.00","0.00,0.00,0.00,-99.00,0.00","8.0,-99.0,8.0,-99.0,8.0","0.0,-99.0,0.0,-99.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,14,7,-1,23","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,0.01,-1.00,0.01","7,168,0,-99,84","0.00,0.00,0.00,-1.00,0.00","24464004,97856120,97856448,24464148,73393234","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,-1.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","111,-99,111,-99,111","8,-99,8,-99,8","20,20,20,20,20","{-98,-103,-103,-256},{-98,-112,-112,-256},{-103,-109,-109,-256}","{56.80,13.20,-20.00,-20.00},{-20.00,64.20,-20.00,-20.00},{56.80,66.40,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:23.747,104,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","-1,-1,2,-1,2","-1,-1,4,4,4","-1,-1,11,-1,11","-1,-1,0,12,19","-99,-99,0,0,0","-99,-99,-99,0,0","-99.00,0.00,0.00,0.00,-99.00","-99.00,-99.00,0.00,0.00,0.33","-99.0,6.0,8.0,-99.0,8.0","-99.0,0.0,0.0,-99.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,14,7","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,-1.00,0.01,0.01,0.01","0,-99,146,0,240","0.00,-1.00,0.00,0.00,0.00","24464004,24464056,24464148,73392444,24464571","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,108,110,-99,111","-99,6,8,-99,8","20,20,20,20,20","{-96,-104,-104,-256},{-101,-109,-109,-256},{-104,-112,-112,-256}","{-20.00,38.90,-20.00,-20.00},{31.20,64.50,-20.00,-20.00},{31.20,14.80,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:24.765,111,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,-1,-1,2,4","4,4,-1,4,3","12,-1,-1,11,14","10,6,-1,9,7","0,0,-99,0,0","0,0,-99,0,14","0.50,0.00,-99.00,0.00,0.13","0.00,0.00,-99.00,0.00,0.00","-99.0,8.0,-99.0,8.0,16.0","-99.0,0.0,-99.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","14,7,-1,23,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,-1.00,0.01,0.01","168,0,-99,84,468","0.00,0.00,-1.00,0.00,0.00","97856120,97856448,24464148,73393234,97859076","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,-1.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,111,-99,111,116","-99,8,-99,8,16","20,20,20,20,20","{-96,-109,-109,-256},{-99,-115,-115,-256},{-97,-107,-107,-256}","{5.60,-11.40,-20.00,-20.00},{5.60,13.80,-20.00,-20.00},{31.20,65.10,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:25.789,119,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","-1,2,-1,2,2","-1,4,4,4,4","-1,11,-1,11,16","-1,0,12,19,6","-99,0,0,0,0","-99,-99,0,0,2","0.00,0.00,0.00,-99.00,0.04","-99.00,0.00,0.00,0.33,0.00","6.0,8.0,-99.0,8.0,-99.0","0.0,0.0,-99.0,0.0,-99.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,14,7,0","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.01,0.01,0.01,-1.00","-99,146,0,240,-99","-1.00,0.00,0.00,0.00,-1.00","24464056,24464148,73392444,24464571,97860448","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","108,110,-99,111,-99","6,8,-99,8,-99","20,20,20,20,20","{-98,-111,-111,-256},{-99,-115,-115,-256},{-99,-110,-110,-256}","{56.80,-11.40,-20.00,-20.00},{5.60,64.50,-20.00,-20.00},{56.80,39.00,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:26.814,126,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","-1,-1,2,4,3","4,-1,4,3,10","-1,-1,11,14,14","6,-1,9,7,9","0,-99,0,0,8","0,-99,0,14,4","0.00,-99.00,0.00,0.13,0.12","0.00,-99.00,0.00,0.00,0.04","8.0,-99.0,8.0,16.0,10.0","0.0,-99.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","7,-1,23,0,222","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,-1.00,0.01,0.01,0.01","0,-99,84,468,1973","0.00,-1.00,0.00,0.00,0.00","97856448,24464148,73393234,97859076,97884141","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,-1.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","111,-99,111,116,111","8,-99,8,16,10","20,20,20,20,20","{-98,-114,-114,-256},{-103,-109,-109,-256},{-98,-110,-110,-256}","{31.20,-11.30,-20.00,-20.00},{56.80,66.40,-20.00,-20.00},{-20.00,-10.80,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:27.847,136,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,-1,2,2,2","4,4,4,4,4","11,-1,11,16,14","0,12,19,6,9","0,0,0,0,1","-99,0,0,2,1","0.00,0.00,-99.00,0.04,0.09","0.00,0.00,0.33,0.00,0.00","8.0,-99.0,8.0,-99.0,11.0","0.0,-99.0,0.0,-99.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,14,7,0,10","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,0.01,-1.00,0.01","146,0,240,-99,841","0.00,0.00,0.00,-1.00,0.00","24464148,73392444,24464571,97860448,48946933","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","110,-99,111,-99,111","8,-99,8,-99,11","20,20,20,20,20","{-98,-112,-112,-256},{-104,-112,-112,-256},{-98,-109,-109,-256}","{-20.00,64.20,-20.00,-20.00},{31.20,14.80,-20.00,-20.00},{5.60,-12.40,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:28.876,143,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","-1,2,4,3,3","-1,4,3,10,4","-1,11,14,14,15","-1,9,7,9,9","-99,0,0,8,1","-99,0,14,4,2","-99.00,0.00,0.13,0.12,0.20","-99.00,0.00,0.00,0.04,0.00","-99.0,8.0,16.0,10.0,10.0","-99.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,23,0,222,25","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.01,0.01,0.01,-1.00","-99,84,468,1973,-99","-1.00,0.00,0.00,0.00,-1.00","24464148,73393234,97859076,97884141,122372901","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,111,116,111,110","-99,8,16,10,10","20,20,20,20,20","{-101,-109,-109,-256},{-97,-107,-107,-256},{-99,-109,-109,-256}","{31.20,64.50,-20.00,-20.00},{31.20,65.10,-20.00,-20.00},{5.60,66.30,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:29.902,151,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","-1,2,2,2,2","4,4,4,4,4","-1,11,16,14,13","12,19,6,9,8","0,0,0,1,3","0,0,2,1,3","0.00,-99.00,0.04,0.09,0.02","0.00,0.33,0.00,0.00,0.02","-99.0,8.0,-99.0,11.0,11.0","-99.0,0.0,-99.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","14,7,0,10,28","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,-1.00,0.01,0.01","0,240,-99,841,2231","0.00,0.00,-1.00,0.00,0.00","73392444,24464571,97860448,48946933,97905322","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,111,-99,111,111","-99,8,-99,11,11","20,20,20,20,20","{-99,-115,-115,-256},{-99,-110,-110,-256},{-101,-116,-116,-256}","{5.60,13.80,-20.00,-20.00},{56.80,39.00,-20.00,-20.00},{56.80,38.30,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:31.054,155,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,4,3,3,12","4,3,10,4,18","11,14,14,15,14","9,7,9,9,14","0,0,8,1,70","0,14,4,2,30","0.00,0.13,0.12,0.20,0.04","0.00,0.00,0.04,0.00,0.06","8.0,16.0,10.0,10.0,14.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","23,0,222,25,679","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,0.01,-1.00,0.01","84,468,1973,-99,6059","0.00,0.00,0.00,-1.00,0.00","73393234,97859076,97884141,122372901,97980223","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","111,116,111,110,112","8,16,10,10,14","20,20,20,20,20","{-99,-115,-115,-256},{-98,-110,-110,-256},{-99,-101,-101,-256}","{5.60,64.50,-20.00,-20.00},{-20.00,-10.80,-20.00,-20.00},{-20.00,-9.60,-20.00,-20.00}","1-cbnet,5-9;2-ims,6-5",0,{158},4
2025-11-27 23:56:32.075,163,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,38","4,4,4,4,18","11,16,14,13,18","19,6,9,8,16","0,0,1,3,80","0,2,1,3,58","-99.00,0.04,0.09,0.02,0.36","0.33,0.00,0.00,0.02,0.05","8.0,-99.0,11.0,11.0,19.0","0.0,-99.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","7,0,10,28,2247","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,-1.00,0.01,0.01,-1.00","240,-99,841,2231,-99","0.00,-1.00,0.00,0.00,-1.00","24464571,97860448,48946933,97905322,73843374","-1.0,-1.0,-1.0,-1.0,-1.0","0,0,0,0,0","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.11","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","111,-99,111,111,114","8,-99,11,11,22","20,20,20,20,20","{-103,-109,-109,-256},{-98,-109,-109,-256},{-107,-110,-110,-110}","{56.80,66.40,-20.00,-20.00},{5.60,-12.40,-20.00,-20.00},{5.60,-11.50,13.60,13.60}","1-cbnet,5-9;2-ims,6-5",0,{158},4
