timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2026-01-30 11:19:13.744,237,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","9,-1,-1,-1,-1","6,7,3,7,7","7,-1,-1,-1,-1","1,0,0,0,0","2,0,0,0,0","3,-99,-99,-99,-99","0.06,-99.00,-99.00,-99.00,-99.00","0.04,0.00,0.00,0.00,0.00","-11.5,-99.0,-99.0,-99.0,-99.0","26.0,-99.0,-99.0,-99.0,-99.0","6.6,6.8,7.2,6.4,5.9","535,-1,-1,-1,-1","1.0,-1.0,-1.0,-1.0,-1.0","0.8,0.0,0.2,0.3,0.3","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","994,0,0,0,0","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","12.46,15.11,17.24,13.86,14.26","-111.00,-111.00,-111.00,-111.00,-111.00","60,-99,-99,-99,-99","-11,-99,-99,-99,-99","100,100,100,100,100","{-59,-68,-61,-60},{-56,-67,-67,-59},{-59,-56,-77,-65}","{9.04,17.20,-inf,-inf},{10.96,13.48,7.20,12.37},{10.88,16.56,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:14.761,247,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","25,-1,5,-1,4","9,4,6,3,10","1,-1,12,-1,11","4,0,1,0,0","4,0,1,0,0","-99,-99,4,-99,-99","0.00,-99.00,0.09,-99.00,0.00","0.08,0.00,0.00,0.00,0.00","-7.3,-99.0,-12.6,-99.0,-11.3","26.0,-99.0,25.0,-99.0,25.0","6.6,6.8,6.8,7.0,6.0","-1,-1,576,-1,-1","1.0,-1.0,1.0,-1.0,1.0","0.8,0.3,0.8,0.0,0.7","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","5317,0,693,0,156","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","12.07,15.88,14.03,14.01,15.07","-111.00,-111.00,-111.00,-111.00,-111.00","59,-99,58,-99,60","-7,-99,-12,-99,-11","100,100,100,100,100","{-58,-72,-61,-62},{-58,-71,-69,-59},{-59,-59,-74,-66}","{11.02,12.15,12.00,8.50},{7.70,15.90,-inf,-inf},{8.56,12.86,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:15.783,254,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,-1,-1,7","7,3,7,7,12","-1,-1,-1,-1,6","0,0,0,0,0","0,0,0,0,0","-99,-99,-99,-99,4","-99.00,-99.00,-99.00,-99.00,0.00","0.00,0.00,0.00,0.00,0.00","-99.0,-99.0,-99.0,-99.0,-12.5","-99.0,-99.0,-99.0,-99.0,26.0","6.8,7.2,6.4,5.9,6.4","-1,-1,-1,-1,1038","-1.0,-1.0,-1.0,-1.0,1.0","0.0,0.2,0.3,0.3,0.8","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,0,0,0,276","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","15.11,17.24,13.86,14.26,11.09","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,-99,-99,60","-99,-99,-99,-99,-12","100,100,100,100,100","{-57,-68,-64,-58},{-58,-71,-68,-57},{-59,-60,-75,-61}","{9.23,15.59,8.99,13.10},{10.36,16.02,6.83,12.08},{10.21,10.47,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:16.808,261,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,-1,-1,7","7,3,7,7,12","-1,-1,-1,-1,6","0,0,0,0,0","0,0,0,0,0","-99,-99,-99,-99,4","-99.00,-99.00,-99.00,-99.00,0.00","0.00,0.00,0.00,0.00,0.00","-99.0,-99.0,-99.0,-99.0,-12.5","-99.0,-99.0,-99.0,-99.0,26.0","6.8,7.2,6.4,5.9,6.4","-1,-1,-1,-1,1038","-1.0,-1.0,-1.0,-1.0,1.0","0.0,0.2,0.3,0.3,0.8","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,0,0,0,276","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","15.11,17.24,13.86,14.26,11.09","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,-99,-99,60","-99,-99,-99,-99,-12","100,100,100,100,100","{-57,-60,-72,-60},{-58,-71,-68,-57},{-59,-60,-75,-61}","{11.79,9.31,-inf,-inf},{10.36,16.02,6.83,12.08},{10.21,10.47,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:17.834,269,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,-1,7,3","3,7,7,12,11","-1,-1,-1,6,15","0,0,0,0,0","0,0,0,0,1","-99,-99,-99,4,-99","-99.00,-99.00,-99.00,0.00,0.13","0.00,0.00,0.00,0.00,0.00","-99.0,-99.0,-99.0,-12.5,-15.1","-99.0,-99.0,-99.0,26.0,24.0","7.2,6.4,5.9,6.4,7.2","-1,-1,-1,1038,-1","-1.0,-1.0,-1.0,1.0,1.0","0.2,0.3,0.3,0.8,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,0,0,276,364","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","17.24,13.86,14.26,11.09,11.03","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,-99,60,58","-99,-99,-99,-12,-15","100,100,100,100,100","{-57,-65,-62,-57},{-59,-56,-77,-65},{-60,-59,-78,-73}","{12.45,16.80,10.54,10.79},{10.88,16.56,-inf,-inf},{10.09,11.88,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:18.869,277,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","5,-1,4,5,4","6,3,10,9,12","12,-1,11,10,12","1,0,0,0,0","1,0,0,0,0","4,-99,-99,-99,3","0.09,-99.00,0.00,0.00,0.00","0.00,0.00,0.00,0.00,0.00","-12.6,-99.0,-11.3,-14.0,-12.0","25.0,-99.0,25.0,26.0,24.0","6.8,7.0,6.0,6.7,6.1","576,-1,-1,-1,-1","1.0,-1.0,1.0,1.0,1.0","0.8,0.0,0.7,0.6,0.6","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","693,0,156,156,260","0.5,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.03,14.01,15.07,11.50,13.29","-111.00,-111.00,-111.00,-111.00,-111.00","58,-99,60,59,61","-12,-99,-11,-14,-12","100,100,100,100,100","{-56,-67,-67,-59},{-59,-59,-74,-66},{-61,-57,-77,-64}","{10.96,13.48,7.20,12.37},{8.56,12.86,-inf,-inf},{9.33,16.03,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:19.913,284,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,7,3,12","7,7,12,11,15","-1,-1,6,15,14","0,0,0,0,4","0,0,0,1,159","-99,-99,4,-99,106","-99.00,-99.00,0.00,0.13,0.06","0.00,0.00,0.00,0.00,0.03","-99.0,-99.0,-12.5,-15.1,-9.5","-99.0,-99.0,26.0,24.0,24.0","6.4,5.9,6.4,7.2,7.6","-1,-1,1038,-1,1410","-1.0,-1.0,1.0,1.0,1.0","0.3,0.3,0.8,1.0,1.2","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,0,276,364,146329","0.5,0.5,0.5,0.5,0.8","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","13.86,14.26,11.09,11.03,16.64","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,60,58,59","-99,-99,-12,-15,-9","100,100,100,100,100","{-58,-71,-69,-59},{-59,-60,-75,-61},{-65,-63,-67,-56}","{7.70,15.90,-inf,-inf},{10.21,10.47,-inf,-inf},{10.80,13.07,18.26,9.65}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:20.937,291,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,4,5,4,7","3,10,9,12,14","-1,11,10,12,12","0,0,0,0,0","0,0,0,0,4","-99,-99,-99,3,11","-99.00,0.00,0.00,0.00,0.11","0.00,0.00,0.00,0.00,0.00","-99.0,-11.3,-14.0,-12.0,-1.4","-99.0,25.0,26.0,24.0,25.0","7.0,6.0,6.7,6.1,7.0","-1,-1,-1,-1,640","-1.0,1.0,1.0,1.0,1.0","0.0,0.7,0.6,0.6,1.2","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,156,156,260,3522","0.5,0.5,0.5,0.5,0.3","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.01,15.07,11.50,13.29,14.41","-111.00,-111.00,-111.00,-111.00,-111.00","-99,60,59,61,64","-99,-11,-14,-12,-1","100,100,100,100,100","{-58,-71,-68,-57},{-57,-60,-72,-60},{-69,-63,-73,-60}","{10.36,16.02,6.83,12.08},{11.79,9.31,-inf,-inf},{6.19,15.70,8.16,7.67}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:21.963,298,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,7,3,12,3","7,12,11,15,12","-1,6,15,14,18","0,0,0,4,0","0,0,1,159,0","-99,4,-99,106,-99","-99.00,0.00,0.13,0.06,0.00","0.00,0.00,0.00,0.03,0.00","-99.0,-12.5,-15.1,-9.5,-4.6","-99.0,26.0,24.0,24.0,24.0","5.9,6.4,7.2,7.6,6.4","-1,1038,-1,1410,-1","-1.0,1.0,1.0,1.0,1.0","0.3,0.8,1.0,1.2,0.6","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,276,364,146329,156","0.5,0.5,0.5,0.8,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","14.26,11.09,11.03,16.64,14.54","-111.00,-111.00,-111.00,-111.00,-111.00","-99,60,58,59,69","-99,-12,-15,-9,-4","100,100,100,100,100","{-58,-69,-67,-56},{-60,-59,-78,-73},{-61,-64,-72,-71}","{8.74,12.88,7.98,12.69},{10.09,11.88,-inf,-inf},{11.70,19.20,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2026-01-30 11:19:22.984,305,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","4,5,4,7,4","10,9,12,14,13","11,10,12,12,15","0,0,0,0,3","0,0,0,4,32","-99,-99,3,11,9","0.00,0.00,0.00,0.11,0.00","0.00,0.00,0.00,0.00,0.03","-11.3,-14.0,-12.0,-1.4,-8.2","25.0,26.0,24.0,25.0,25.0","6.0,6.7,6.1,7.0,7.3","-1,-1,-1,640,445","1.0,1.0,1.0,1.0,1.0","0.7,0.6,0.6,1.2,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","156,156,260,3522,28292","0.5,0.5,0.5,0.3,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","15.07,11.50,13.29,14.41,16.58","-111.00,-111.00,-111.00,-111.00,-111.00","60,59,61,64,59","-11,-14,-12,-1,-8","100,100,100,100,100","{-59,-56,-77,-65},{-61,-57,-77,-64},{-64,-55,-71,-66}","{10.88,16.56,-inf,-inf},{9.33,16.03,-inf,-inf},{3.08,15.30,-inf,-inf}","1-ims,1-5;2-cbnet,1-9",0,{191},4
