timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2025-10-20 09:02:41.770,1882,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,7,-1,-1","-1,-1,8,-1,-1","-1,-1,4,-1,-1","-1,-1,0,-1,-1","-99,-99,1,-99,-99","-99,-99,-99,-99,-99","-99.00,-99.00,0.00,-99.00,-99.00","-99.00,-99.00,0.00,-99.00,-99.00","-99.0,-99.0,25.0,-99.0,-99.0","-99.0,-99.0,25.0,-99.0,-99.0","-99.0,-99.0,7.9,-99.0,-99.0","-1,-1,-1,-1,-1","-1.0,-1.0,1.0,-1.0,-1.0","-1.0,-1.0,0.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,420,-99,-99","-1.0,-1.0,0.1,-1.0,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,-111.00,7.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,124,-99,-99","-99,-99,34,-99,-99","100,100,100,100,100","{-105,-114,-115,-119},{-109,-111,-115,-113},{-108,-114,-112,-119}","{-4.69,7.46,-inf,-inf},{6.27,3.18,-inf,-inf},{4.93,9.66,-inf,-inf}",,0,{191},4
2025-10-20 09:02:42.806,1893,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","7,-1,-1,8,-1","13,-1,-1,9,-1","7,-1,-1,4,-1","3,-1,-1,0,-1","12,-99,-99,0,-99","6,-99,-99,2,-99","0.00,-99.00,-99.00,0.00,-99.00","0.00,-99.00,-99.00,0.00,-99.00","24.8,-99.0,-99.0,25.0,-99.0","24.0,-99.0,-99.0,25.0,-99.0","8.0,-99.0,-99.0,7.4,-99.0","1050,-1,-1,276,-1","1.0,-1.0,-1.0,1.0,-1.0","0.0,-1.0,-1.0,0.3,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","9758,-99,-99,0,-99","0.0,-1.0,-1.0,0.4,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","9.00,-111.00,-111.00,6.85,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","123,-99,-99,125,-99","33,-99,-99,36,-99","100,100,100,100,100","{-106,-111,-113,-114},{-112,-112,-113,-109},{-107,-114,-113,-120}","{-4.69,7.46,-inf,-inf},{6.27,3.18,-inf,-inf},{4.93,9.66,-inf,-inf}",,0,{191},4
2025-10-20 09:02:43.830,1903,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,7,-1,-1,-1","-1,8,-1,-1,-1","-1,4,-1,-1,-1","-1,0,-1,-1,-1","-99,1,-99,-99,-99","-99,-99,-99,-99,-99","-99.00,0.00,-99.00,-99.00,-99.00","-99.00,0.00,-99.00,-99.00,-99.00","-99.0,25.0,-99.0,-99.0,-99.0","-99.0,25.0,-99.0,-99.0,-99.0","-99.0,7.9,-99.0,-99.0,-99.0","-1,-1,-1,-1,-1","-1.0,1.0,-1.0,-1.0,-1.0","-1.0,0.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,420,-99,-99,-99","-1.0,0.1,-1.0,-1.0,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,7.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,124,-99,-99,-99","-99,34,-99,-99,-99","100,100,100,100,100","{-106,-110,-112,-120},{-105,-117,-114,-107},{-107,-112,-113,-119}","{9.16,3.79,5.47,-0.95},{6.27,3.18,-inf,-inf},{4.93,9.66,-inf,-inf}",,0,{191},4
2025-10-20 09:02:44.853,1910,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,8,-1,3","-1,-1,9,-1,11","-1,-1,4,-1,4","-1,-1,0,-1,0","-99,-99,0,-99,2","-99,-99,2,-99,1","-99.00,-99.00,0.00,-99.00,0.00","-99.00,-99.00,0.00,-99.00,0.00","-99.0,-99.0,25.0,-99.0,25.0","-99.0,-99.0,25.0,-99.0,25.0","-99.0,-99.0,7.4,-99.0,6.6","-1,-1,276,-1,48","-1.0,-1.0,1.0,-1.0,1.0","-1.0,-1.0,0.3,-1.0,0.7","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,0,-99,494","-1.0,-1.0,0.4,-1.0,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,-111.00,6.85,-111.00,8.68","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,125,-99,124","-99,-99,36,-99,30","100,100,100,100,100","{-106,-109,-113,-120},{-109,-107,-107,-116},{-109,-104,-111,-127}","{9.16,3.79,5.47,-0.95},{4.93,9.66,-inf,-inf},{4.51,5.84,1.07,-7.70}",,0,{191},4
2025-10-20 09:02:45.878,1917,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","7,-1,-1,-1,-1","8,-1,-1,-1,-1","4,-1,-1,-1,-1","0,-1,-1,-1,-1","1,-99,-99,-99,-99","-99,-99,-99,-99,-99","0.00,-99.00,-99.00,-99.00,-99.00","0.00,-99.00,-99.00,-99.00,-99.00","25.0,-99.0,-99.0,-99.0,-99.0","25.0,-99.0,-99.0,-99.0,-99.0","7.9,-99.0,-99.0,-99.0,-99.0","-1,-1,-1,-1,-1","1.0,-1.0,-1.0,-1.0,-1.0","0.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","420,-99,-99,-99,-99","0.1,-1.0,-1.0,-1.0,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","7.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","124,-99,-99,-99,-99","34,-99,-99,-99,-99","100,100,100,100,100","{-111,-111,-109,-111},{-108,-114,-112,-119},{-111,-104,-117,-115}","{9.16,3.79,5.47,-0.95},{4.93,9.66,-inf,-inf},{4.51,5.84,1.07,-7.70}",,0,{191},4
2025-10-20 09:02:46.912,1924,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,8,-1,3,4","-1,9,-1,11,10","-1,4,-1,4,4","-1,0,-1,0,0","-99,0,-99,2,1","-99,2,-99,1,-99","-99.00,0.00,-99.00,0.00,0.00","-99.00,0.00,-99.00,0.00,0.00","-99.0,25.0,-99.0,25.0,26.2","-99.0,25.0,-99.0,25.0,26.0","-99.0,7.4,-99.0,6.6,6.6","-1,276,-1,48,-1","-1.0,1.0,-1.0,1.0,1.0","-1.0,0.3,-1.0,0.7,0.7","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,0,-99,494,695","-1.0,0.4,-1.0,0.5,0.3","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,6.85,-111.00,8.68,8.31","-111.00,-111.00,-111.00,-111.00,-111.00","-99,125,-99,124,127","-99,36,-99,30,34","100,100,100,100,100","{-109,-111,-115,-113},{-107,-114,-113,-120},{-106,-104,-129,-111}","{6.27,3.18,-inf,-inf},{4.93,9.66,-inf,-inf},{3.33,5.51,-inf,-inf}",,0,{191},4
2025-10-20 09:02:47.935,1931,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,-1,-1,-1","-1,-1,-1,-1,-1","-1,-1,-1,-1,-1","-1,-1,-1,-1,-1","-99,-99,-99,-99,-99","-99,-99,-99,-99,-99","-99.00,-99.00,-99.00,-99.00,-99.00","-99.00,-99.00,-99.00,-99.00,-99.00","-99.0,-99.0,-99.0,-99.0,-99.0","-99.0,-99.0,-99.0,-99.0,-99.0","-99.0,-99.0,-99.0,-99.0,-99.0","-1,-1,-1,-1,-1","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.0,-1.0,-1.0,-1.0,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,-99,-99,-99","-99,-99,-99,-99,-99","100,100,100,100,100","{-112,-112,-113,-109},{-107,-112,-113,-119},{-111,-113,-119,-107}","{6.27,3.18,-inf,-inf},{4.93,9.66,-inf,-inf},{3.33,5.51,-inf,-inf}",,0,{191},4
2025-10-20 09:02:48.962,1938,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","8,-1,3,4,-1","9,-1,11,10,-1","4,-1,4,4,-1","0,-1,0,0,-1","0,-99,2,1,-99","2,-99,1,-99,-99","0.00,-99.00,0.00,0.00,-99.00","0.00,-99.00,0.00,0.00,-99.00","25.0,-99.0,25.0,26.2,-99.0","25.0,-99.0,25.0,26.0,-99.0","7.4,-99.0,6.6,6.6,-99.0","276,-1,48,-1,-1","1.0,-1.0,1.0,1.0,-1.0","0.3,-1.0,0.7,0.7,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,-99,494,695,-99","0.4,-1.0,0.5,0.3,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","6.85,-111.00,8.68,8.31,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","125,-99,124,127,-99","36,-99,30,34,-99","100,100,100,100,100","{-105,-117,-114,-107},{-109,-104,-111,-127},{-100,-106,-116,-110}","{6.27,3.18,-inf,-inf},{4.51,5.84,1.07,-7.70},{3.33,5.51,-inf,-inf}",,0,{191},4
2025-10-20 09:02:50.009,1945,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,-1,-1,-1,4","-1,-1,-1,-1,12","-1,-1,-1,-1,4","-1,-1,-1,-1,0","-99,-99,-99,-99,2","-99,-99,-99,-99,2","-99.00,-99.00,-99.00,-99.00,0.00","-99.00,-99.00,-99.00,-99.00,0.00","-99.0,-99.0,-99.0,-99.0,26.5","-99.0,-99.0,-99.0,-99.0,26.0","-99.0,-99.0,-99.0,-99.0,6.9","-1,-1,-1,-1,33","-1.0,-1.0,-1.0,-1.0,1.0","-1.0,-1.0,-1.0,-1.0,0.8","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,629","-1.0,-1.0,-1.0,-1.0,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,-111.00,-111.00,-111.00,8.83","-111.00,-111.00,-111.00,-111.00,-111.00","-99,-99,-99,-99,125","-99,-99,-99,-99,33","100,100,100,100,100","{-109,-107,-107,-116},{-111,-104,-117,-115},{-103,-110,-114,-107}","{4.93,9.66,-inf,-inf},{4.51,5.84,1.07,-7.70},{8.69,8.46,-inf,-inf}",,0,{191},4
2025-10-20 09:02:51.053,1952,0,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,3,4,-1,-1","-1,11,10,-1,-1","-1,4,4,-1,-1","-1,0,0,-1,-1","-99,2,1,-99,-99","-99,1,-99,-99,-99","-99.00,0.00,0.00,-99.00,-99.00","-99.00,0.00,0.00,-99.00,-99.00","-99.0,25.0,26.2,-99.0,-99.0","-99.0,25.0,26.0,-99.0,-99.0","-99.0,6.6,6.6,-99.0,-99.0","-1,48,-1,-1,-1","-1.0,1.0,1.0,-1.0,-1.0","-1.0,0.7,0.7,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-99,494,695,-99,-99","-1.0,0.5,0.3,-1.0,-1.0","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-111.00,8.68,8.31,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,124,127,-99,-99","-99,30,34,-99,-99","100,100,100,100,100","{-108,-114,-112,-119},{-106,-104,-129,-111},{-104,-111,-115,-107}","{4.93,9.66,-inf,-inf},{3.33,5.51,-inf,-inf},{8.69,8.46,-inf,-inf}",,0,{191},4
