timestamp,line_number,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,qos,rf_sul_state,rf_sul_band,mn_ver
2025-12-28 23:58:00.341,514,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","9,7,-1,10,8","7,5,-1,6,7","4,5,-1,4,5","0,1,-1,0,2","0,0,-99,0,2","-99,2,-99,-99,4","0.00,0.00,-99.00,0.00,0.08","0.00,0.33,-99.00,0.11,0.06","27.0,26.5,-99.0,27.0,26.3","27.0,26.0,-99.0,27.0,26.0","4.5,5.6,4.5,5.9,6.2","-1,405,-1,-1,347","1.0,1.0,-1.0,1.0,1.0","1.0,0.8,-1.0,0.6,0.7","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,120,0,40,-25135092","1.5,0.3,1.5,0.0,0.3","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","5.94,4.06,2.56,1.55,3.15","-111.00,-111.00,-111.00,-111.00,-111.00","121,121,-99,125,126","30,28,-99,35,38","100,100,100,100,60","{-108,-108,-105,-121},{-108,-113,-115,-110},{-105,-107,-116,-114}","{-2.53,3.61,5.11,-11.35},{1.68,-1.30,-6.28,-1.74},{10.30,7.10,-2.82,0.73}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:01.364,524,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","5,10,6,-1,3","11,17,5,5,3","4,6,7,-1,11","0,2,0,0,2","0,5,0,0,1","-99,-99,3,-99,17","0.33,0.00,0.00,-99.00,0.08","0.00,0.00,0.08,0.17,0.00","27.0,26.7,27.0,-99.0,24.6","27.0,26.0,27.0,-99.0,24.0","5.8,5.2,4.5,6.1,7.5","-1,-1,745,-1,-1","1.0,1.0,1.0,-1.0,1.0","0.7,1.0,0.9,0.8,0.9","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","111,4624,92,0,657","0.0,1.1,1.5,0.0,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","4.61,2.40,1.07,1.08,13.04","-111.00,-111.00,-111.00,-111.00,-111.00","122,121,125,-99,122","28,29,32,-99,30","100,100,100,100,60","{-105,-109,-119,-109},{-109,-114,-119,-112},{-105,-110,-119,-118}","{5.73,1.82,-30.10,-2.83},{1.21,-1.01,-13.38,-0.49},{6.94,3.46,-9.06,-7.95}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:02.385,531,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","7,-1,10,8,3","5,-1,6,7,4","5,-1,4,5,12","1,-1,0,2,0","0,-99,0,2,1","2,-99,-99,4,16","0.00,-99.00,0.00,0.08,0.12","0.33,-99.00,0.11,0.06,0.00","26.5,-99.0,27.0,26.3,24.5","26.0,-99.0,27.0,26.0,24.0","5.6,4.5,5.9,6.2,7.9","405,-1,-1,347,-1","1.0,-1.0,1.0,1.0,1.0","0.8,-1.0,0.6,0.7,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","120,0,40,-25135092,414","0.3,1.5,0.0,0.3,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","4.06,2.56,1.55,3.15,9.58","-111.00,-111.00,-111.00,-111.00,-111.00","121,-99,125,126,122","28,-99,35,38,29","100,100,100,60,60","{-105,-111,-121,-109},{-105,-113,-113,-108},{-112,-112,-107,-122}","{4.77,0.19,-inf,-inf},{1.60,-2.40,-6.25,-0.76},{7.11,6.80,11.72,-0.75}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:03.414,539,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","10,6,-1,3,3","17,5,5,3,2","6,7,-1,11,8","2,0,0,2,3","5,0,0,1,0","-99,3,-99,17,4","0.00,0.00,-99.00,0.08,0.00","0.00,0.08,0.17,0.00,0.09","26.7,27.0,-99.0,24.6,25.0","26.0,27.0,-99.0,24.0,25.0","5.2,4.5,6.1,7.5,8.0","-1,745,-1,-1,-1","1.0,1.0,-1.0,1.0,1.0","1.0,0.9,0.8,0.9,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","4624,92,0,657,155","1.1,1.5,0.0,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","2.40,1.07,1.08,13.04,12.73","-111.00,-111.00,-111.00,-111.00,-111.00","121,125,-99,122,129","29,32,-99,30,35","100,100,100,60,60","{-104,-111,-119,-108},{-108,-115,-114,-111},{-112,-106,-119,-112}","{2.25,-0.99,-17.80,-2.58},{2.84,-0.71,-9.42,0.31},{6.15,13.01,-1.31,6.31}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:04.654,550,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,10,8,3,3","-1,6,7,4,3","-1,4,5,12,7","-1,0,2,0,0","-99,0,2,1,0","-99,-99,4,16,3","-99.00,0.00,0.08,0.12,0.07","-99.00,0.11,0.06,0.00,0.00","-99.0,27.0,26.3,24.5,25.0","-99.0,27.0,26.0,24.0,25.0","4.5,5.9,6.2,7.9,7.7","-1,-1,347,-1,-1","-1.0,1.0,1.0,1.0,1.0","-1.0,0.6,0.7,1.0,1.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,40,-25135092,414,155","1.5,0.0,0.3,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","2.56,1.55,3.15,9.58,9.25","-111.00,-111.00,-111.00,-111.00,-111.00","-99,125,126,122,129","-99,35,38,29,34","100,100,60,60,60","{-108,-115,-118,-111},{-105,-107,-116,-114},{-117,-117,-117,-107}","{-0.81,-3.64,-30.10,-0.86},{10.30,7.10,-2.82,0.73},{11.54,7.77,5.33,4.13}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:05.817,556,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","6,-1,3,3,5","5,5,3,2,15","7,-1,11,8,7","0,0,2,3,4","0,0,1,0,15","3,-99,17,4,9","0.00,-99.00,0.08,0.00,0.10","0.08,0.17,0.00,0.09,0.00","27.0,-99.0,24.6,25.0,27.0","27.0,-99.0,24.0,25.0,27.0","4.5,6.1,7.5,8.0,8.0","745,-1,-1,-1,365","1.0,-1.0,1.0,1.0,1.0","0.9,0.8,0.9,1.0,0.1","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","92,0,657,155,7003","1.5,0.0,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.07,1.08,13.04,12.73,7.01","-111.00,-111.00,-111.00,-111.00,-111.00","125,-99,122,129,132","32,-99,30,35,37","100,100,60,60,60","{-108,-113,-115,-110},{-105,-110,-119,-118},{-114,-119,-114,-113}","{1.68,-1.30,-6.28,-1.74},{6.94,3.46,-9.06,-7.95},{0.45,-3.57,3.03,0.96}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:06.847,563,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","10,8,3,3,8","6,7,4,3,3","4,5,12,7,4","0,2,0,0,4","0,2,1,0,3","-99,4,16,3,5","0.00,0.08,0.12,0.07,0.03","0.11,0.06,0.00,0.00,0.00","27.0,26.3,24.5,25.0,27.0","27.0,26.0,24.0,25.0,27.0","5.9,6.2,7.9,7.7,7.6","-1,347,-1,-1,459","1.0,1.0,1.0,1.0,1.0","0.6,0.7,1.0,1.0,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","40,-25135092,414,155,1944","0.0,0.3,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.55,3.15,9.58,9.25,5.79","-111.00,-111.00,-111.00,-111.00,-111.00","125,126,122,129,137","35,38,29,34,42","100,60,60,60,60","{-109,-114,-119,-112},{-112,-112,-107,-122},{-108,-115,-116,-109}","{1.21,-1.01,-13.38,-0.49},{7.11,6.80,11.72,-0.75},{6.17,1.37,3.18,3.86}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:07.874,570,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","-1,3,3,5,8","5,3,2,15,7","-1,11,8,7,6","0,2,3,4,4","0,1,0,15,4","-99,17,4,9,8","-99.00,0.08,0.00,0.10,0.17","0.17,0.00,0.09,0.00,0.00","-99.0,24.6,25.0,27.0,27.0","-99.0,24.0,25.0,27.0,27.0","6.1,7.5,8.0,8.0,7.6","-1,-1,-1,365,904","-1.0,1.0,1.0,1.0,1.0","0.8,0.9,1.0,0.1,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","0,657,155,7003,2853","0.0,0.5,0.5,0.5,0.4","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","1.08,13.04,12.73,7.01,6.12","-111.00,-111.00,-111.00,-111.00,-111.00","-99,122,129,132,132","-99,30,35,37,36","100,60,60,60,60","{-105,-113,-113,-108},{-112,-106,-119,-112},{-115,-124,-117,-109}","{1.60,-2.40,-6.25,-0.76},{6.15,13.01,-1.31,6.31},{-6.45,-1.02,0.53,9.23}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:09.077,577,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","8,3,3,8,4","7,4,3,3,4","5,12,7,4,5","2,0,0,4,3","2,1,0,3,1","4,16,3,5,6","0.08,0.12,0.07,0.03,0.20","0.06,0.00,0.00,0.00,0.00","26.3,24.5,25.0,27.0,27.0","26.0,24.0,25.0,27.0,27.0","6.2,7.9,7.7,7.6,8.2","347,-1,-1,459,259","1.0,1.0,1.0,1.0,1.0","0.7,1.0,1.0,0.0,0.0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","-25135092,414,155,1944,934","0.3,0.5,0.5,0.5,0.5","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","3.15,9.58,9.25,5.79,9.50","-111.00,-111.00,-111.00,-111.00,-111.00","126,122,129,137,131","38,29,34,42,33","60,60,60,60,60","{-108,-115,-114,-111},{-117,-117,-117,-107},{-115,-110,-117,-123}","{2.84,-0.71,-9.42,0.31},{11.54,7.77,5.33,4.13},{-0.06,7.51,0.03,-5.13}","1-ims,1-5;2-cbnet,1-9",0,{191},4
2025-12-28 23:58:10.266,585,1,0,0,0,0,"12,12,12,12,12","12,12,12,12,12","3,3,8,4,9","4,3,3,4,11","12,7,4,5,11","0,0,4,3,5","1,0,3,1,19","16,3,5,6,22","0.12,0.07,0.03,0.20,0.04","0.00,0.00,0.00,0.00,0.06","24.5,25.0,27.0,27.0,25.9","24.0,25.0,27.0,27.0,26.0","7.9,7.7,7.6,8.2,7.4","-1,-1,459,259,888","1.0,1.0,1.0,1.0,1.0","1.0,1.0,0.0,0.0,0.1","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","-99,-99,-99,-99,-99","-1.00,-1.00,-1.00,-1.00,-1.00","414,155,1944,934,-11650","0.5,0.5,0.5,0.5,0.3","17,17,17,17,17","0,0,0,0,0","-1,-1,-1,-1,-1","-1.00,-1.00,-1.00,-1.00,-1.00","9.58,9.25,5.79,9.50,5.60","-111.00,-111.00,-111.00,-111.00,-111.00","122,129,137,131,126","29,34,42,33,32","60,60,60,60,100","{-105,-110,-119,-118},{-108,-115,-116,-109},{-105,-108,-115,-106}","{6.94,3.46,-9.06,-7.95},{6.17,1.37,3.18,3.86},{7.92,2.49,3.53,7.52}","1-ims,1-5;2-cbnet,1-9",0,{191},4
