curTime_of_UTC8,curWindow,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,max_send_packetInterval,min_send_packetInterval,std_send_packetInterval,cv_send_packetInterval,send_Mutation_of_numPackets,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,max_recv_packetInterval,min_recv_packetInterval,std_recv_packetInterval,cv_recv_packetInterval,recv_Mutation_of_numPackets,label
2025-12-24 00:00:44,1766505644.0,56,516.8035714285714,28941,0.0180108760084424,0.0736980438232421,1.1920928955078123e-05,0.0280551344314755,1.5576773954984124,0.0769230769230769,39,1721.974358974359,67157,0.0244996914496788,0.0919609069824218,5.0067901611328125e-06,0.0285370128868404,1.1647907054443554,0.054054054054054,0
2025-12-24 00:00:45,1766505645.0,87,952.1724137931036,82839,0.0112828605476467,0.0846338272094726,6.9141387939453125e-06,0.0230569762561406,2.043539947938973,0.5535714285714286,52,1617.076923076923,84088,0.0201743061725909,0.0780761241912841,1.9073486328125e-06,0.0275125092552492,1.3637400473592487,0.3333333333333333,0
2025-12-24 00:00:46,1766505646.0,81,1108.9135802469136,89822,0.0122743712531195,0.0819499492645263,7.867813110351562e-06,0.025519780513328,2.079111018158436,-0.0689655172413793,48,1657.0,79536,0.0210231691598892,0.0952100753784179,3.0994415283203125e-06,0.028038624281975,1.333701121307192,-0.0769230769230769,0
2025-12-24 00:00:47,1766505647.0,87,1099.632183908046,95668,0.0116651250028062,0.0729899406433105,7.867813110351562e-06,0.0237655745369457,2.0373184626164376,0.074074074074074,51,1627.529411764706,83004,0.0194505663479075,0.0858728885650634,2.86102294921875e-06,0.0261563682014907,1.3447612647178542,0.0625,0
2025-12-24 00:00:48,1766505648.0,95,1123.7157894736845,106753,0.0104855060577392,0.0829110145568847,6.9141387939453125e-06,0.0231200305175682,2.2049513290303744,0.0919540229885057,52,1773.826923076923,92239,0.0179248864834125,0.0800299644470214,3.0994415283203125e-06,0.0248036408984281,1.3837544199446494,0.0196078431372549,0
2025-12-24 00:00:49,1766505649.0,92,1098.5978260869565,101071,0.0108232161273127,0.0855200290679931,6.9141387939453125e-06,0.0226179427343402,2.089761718539762,-0.031578947368421,46,1880.282608695652,86493,0.0233049548190573,0.0799951553344726,1.9073486328125e-06,0.0274511500891767,1.177910461629772,-0.1153846153846153,0
2025-12-24 00:00:50,1766505650.0,100,1056.05,105605,0.0102444720268249,0.0736980438232421,6.9141387939453125e-06,0.0224060833339488,2.18713890528267,0.0869565217391304,44,1596.8636363636365,70262,0.0227419083768671,0.0837349891662597,3.0994415283203125e-06,0.0278805117260772,1.2259530407059904,-0.0434782608695652,0
2025-12-24 00:00:51,1766505651.0,105,1040.4666666666667,109249,0.0093224661690848,0.0782551765441894,6.9141387939453125e-06,0.0213091145276499,2.28578083751221,0.05,31,1850.8064516129032,57375,0.0266027450561523,0.3640768527984619,1.9073486328125e-06,0.066494794528638,2.4995463584033395,-0.2954545454545454,0
2025-12-24 00:00:52,1766505652.0,131,1013.763358778626,132803,0.0076021219937855,0.0824489593505859,7.867813110351562e-06,0.0197657366524258,2.6000288693845586,0.2476190476190476,54,2379.037037037037,128468,0.0167008152714482,0.3214008808135986,0.0,0.0599552574330282,3.5899599186351128,0.7419354838709677,0
2025-12-24 00:00:53,1766505653.0,135,1030.2444444444443,139083,0.0074665634720413,0.078305959701538,6.9141387939453125e-06,0.0191183522031924,2.560528986967199,0.0305343511450381,66,2537.5,167475,0.0188351977955211,0.3216950893402099,0.0,0.060962879692829,3.2366466418168183,0.2222222222222222,0
2025-12-24 00:00:54,1766505654.0,146,1053.1780821917807,153764,0.0068138413233299,0.0778350830078125,7.867813110351562e-06,0.0184955648950618,2.714410861276545,0.0814814814814814,48,2340.9166666666665,112364,0.018124853571256,0.283046007156372,0.0,0.0542920647918946,2.9954484640910883,-0.2727272727272727,0
2025-12-24 00:00:55,1766505655.0,145,1070.9172413793103,155283,0.0069545104585844,0.0782470703125,1.0967254638671877e-05,0.0180247832449002,2.5918119402136948,-0.0068493150684931,54,2658.9444444444443,143583,0.0199317976280495,0.3353791236877441,0.0,0.0599071107534536,3.005605007204564,0.125,0
2025-12-24 00:00:56,1766505656.0,150,1197.64,179646,0.00672935962677,0.0724580287933349,1.0967254638671877e-05,0.0180603349398711,2.683811824831804,0.0344827586206896,69,2754.1739130434785,190038,0.0148644620093746,0.3420338630676269,0.0,0.0562812144076234,3.7862934004694098,0.2777777777777778,0
2025-12-24 00:00:57,1766505657.0,186,1127.3064516129032,209679,0.0053509307164017,0.0727341175079345,1.1920928955078123e-05,0.0154904409757008,2.894905913885078,0.24,56,2242.25,125566,0.017612052815301,0.3525738716125488,0.0,0.0560640991476227,3.1832802079105247,-0.1884057971014492,0
2025-12-24 00:00:58,1766505658.0,210,1207.9142857142858,253662,0.0048016423270815,0.0774710178375244,1.0967254638671877e-05,0.015161595881059,3.157585436038543,0.1290322580645161,62,2237.5806451612902,138730,0.0167656137097266,0.1915199756622314,9.5367431640625e-07,0.0380431322153507,2.269116590302916,0.1071428571428571,0
2025-12-24 00:00:59,1766505659.0,165,1167.939393939394,192710,0.0060649467237067,0.0728309154510498,1.0967254638671877e-05,0.0167388455072254,2.759932818831909,-0.2142857142857142,43,2160.93023255814,92920,0.0228216758994169,0.2004909515380859,0.0,0.051030129242599,2.236037768107246,-0.3064516129032258,0
2025-12-24 00:01:00,1766505660.0,202,810.5841584158416,163738,0.0049260347196371,0.0404520034790039,1.0967254638671877e-05,0.0108846416579644,2.2096152945438914,0.2242424242424242,62,2118.2903225806454,131334,0.0166983373703495,0.3414440155029297,0.0,0.0507115564932105,3.0369225012339696,0.4418604651162791,0
2025-12-24 00:01:01,1766505661.0,173,679.3872832369942,117534,0.0057792773825584,0.0409140586853027,1.0967254638671877e-05,0.011746153146857,2.032460525654334,-0.1435643564356435,63,1988.31746031746,125264,0.0158834306020585,0.3352298736572265,0.0,0.0505655721043898,3.1835422316030626,0.0161290322580645,0
2025-12-24 00:01:02,1766505662.0,255,933.5686274509804,238060,0.0039217799317603,0.0410099029541015,1.0967254638671877e-05,0.0098904256978591,2.521922665206711,0.4739884393063583,111,1093.5945945945946,121389,0.0091768277657998,0.0620718002319335,0.0,0.0127001373531256,1.383935459751842,0.7619047619047619,0
