curTime_of_UTC8,curWindow,num_send_packets,avg_send_packetLen,send_dataStream,avg_send_packetInterval,max_send_packetInterval,min_send_packetInterval,std_send_packetInterval,cv_send_packetInterval,send_Mutation_of_numPackets,num_recv_packets,avg_recv_packetLen,recv_dataStream,avg_recv_packetInterval,max_recv_packetInterval,min_recv_packetInterval,std_recv_packetInterval,cv_recv_packetInterval,recv_Mutation_of_numPackets,label,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat_mean,mn_irat_mean,mn_u_r_mean,mn_d_r_mean,mn_u_m_mean,mn_d_m_mean,mn_d_g_mean,mn_u_g_mean,mn_u_b_mean,mn_d_b_mean,mn_txp_md_mean,mn_mtpl_mean,mn_cqi_mean,mn_mac_mean,mn_pu_m_l_mean,mn_pd_m_l_mean,mn_rlf_cause_mean,mn_retr_mean,mn_pp_s_mean,mn_pp_dis_mean,mn_pp_r_mean,mn_ri_mean,mn_prach_cfg_mean,mn_pre_for_mean,mn_o_fail_mean,mn_ph_dis_mean,mn_ssnr_mean,mn_tsnr_mean,mn_path_loss_mean,mn_target_pwr_mean,mn_bandwidth_mean,rf_sul_state,rf_sul_band,mn_ver,rsrp_1_mean,rsrp_2_mean,rsrp_3_mean,rsrp_4_mean,snr_1_mean,snr_2_mean,snr_3_mean,snr_4_mean
2025-10-31 20:12:25,1761912745.0,73,311.9178082191781,22770,0.0749599737663791,5.222541093826294,1.1920928955078125e-06,0.6113186079396086,8.155267100877715,0.0,23,1316.695652173913,30284,0.0435615726139234,0.1850318908691406,1.9073486328125e-06,0.0437712786930702,1.0048140153480092,-0.08,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,70.2,38.0,0.8,2.6,37.6,-47.6,-19.772,0.02,1.6799999999999995,1.6,7.140000000000001,59999.4,0.6,0.7,-1.0,-1.0,-99.0,-1.0,29341.0,0.96,210.0,13.0,-1.0,-1.0,13.104,6.43,75.2,18.4,100.0,0.0,191.0,4.0,-102.66666666666669,-103.33333333333331,-102.66666666666669,-102.33333333333331,6.703333333333333,8.096666666666666,68.05333333333333,68.61666666666666
2025-10-31 20:12:26,1761912746.0,65,351.5692307692308,22852,0.0121826465313251,0.7413320541381836,9.5367431640625e-07,0.0920648396352893,7.557047592127368,-0.1095890410958904,34,1769.5,60163,0.0293263477437636,0.0820260047912597,1.9073486328125e-06,0.0316489908499561,1.0791998760461554,0.4782608695652174,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,36.8,47.4,3.4,5.4,58.6,-3.6,0.106,0.1239999999999999,26.840000000000003,26.4,7.480000000000001,152964.6,1.0,0.64,-1.0,-1.0,-99.0,-1.0,-164146.0,0.96,210.0,13.0,-1.0,-1.0,14.404,9.472,121.6,46.6,100.0,0.0,191.0,4.0,-102.33333333333331,-99.66666666666669,-107.66666666666669,-102.66666666666669,4.873333333333332,5.1866666666666665,99.0,99.0
2025-10-31 20:12:27,1761912747.0,0,0.0,0,1.3012199401855469,1.3012199401855469,1.3012199401855469,0.0,0.0,-1.0,26,842.8461538461538,21914,0.0385039219489464,0.0710151195526123,1.0013580322265623e-05,0.0287072056080902,0.7455657542147021,-0.2352941176470588,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,65.4,35.0,0.6,4.0,44.6,-55.6,-19.786,0.078,1.5599999999999994,1.4,7.1,59999.4,0.6,0.68,-1.0,-1.0,-99.0,-1.0,36798.4,0.96,210.0,13.0,-1.0,-1.0,14.191999999999998,9.872,74.2,17.2,100.0,0.0,191.0,4.0,-99.0,-96.66666666666669,-106.0,-103.0,7.026666666666666,9.38,99.0,99.0
2025-10-31 20:12:28,1761912748.0,0,0.0,0,2.301219940185547,2.301219940185547,2.301219940185547,0.0,0.0,0.0,24,1041.6666666666667,25000,0.0416198770205179,0.0752749443054199,5.960464477539063e-06,0.0297619991812934,0.715090992859522,-0.0769230769230769,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,62.8,42.4,3.4,5.6,57.6,-3.6,0.106,0.1239999999999999,26.72,26.2,7.339999999999999,152964.6,1.0,0.66,-1.0,-1.0,-99.0,-1.0,-166936.2,0.96,210.0,13.0,-1.0,-1.0,16.098000000000003,12.054,118.8,46.0,100.0,0.0,191.0,4.0,-102.33333333333331,-99.33333333333331,-102.0,-102.33333333333331,5.52,8.953333333333333,65.69,64.81
2025-10-31 20:12:29,1761912749.0,0,0.0,0,3.301219940185547,3.301219940185547,3.301219940185547,0.0,0.0,0.0,25,1065.6,26640,0.0400184822082519,0.0799658298492431,1.1205673217773438e-05,0.0327622087888022,0.8186769457749853,0.0416666666666666,0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,87.6,46.2,0.8,4.4,51.6,-55.6,0.014,0.078,26.640000000000004,26.4,7.12,59999.4,1.0,0.8400000000000001,-1.0,-1.0,-99.0,-1.0,41866.4,1.0,210.0,13.0,-1.0,-1.0,17.419999999999998,12.544,117.0,46.2,100.0,0.0,191.0,4.0,-101.0,-102.66666666666669,-102.66666666666669,-104.0,13.21,15.106666666666667,69.70666666666666,70.11333333333333
2025-10-31 20:12:30,1761912750.0,0,0.0,0,4.301219940185547,4.301219940185547,4.301219940185547,0.0,0.0,0.0,24,1240.5416666666667,29773,0.0387292901674906,0.0765600204467773,1.2159347534179688e-05,0.0306309754133353,0.7908994789438974,-0.04,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,68.0,41.2,2.0,4.2,37.8,-8.4,0.054,0.0659999999999999,26.62,26.2,6.739999999999999,119999.8,1.0,0.72,-1.0,-1.0,-99.0,-1.0,26173.6,0.94,210.0,13.0,-1.0,-1.0,15.951999999999998,11.674,118.8,47.0,100.0,0.0,191.0,4.0,-101.0,-103.66666666666669,-104.66666666666669,-101.33333333333331,12.51,10.526666666666666,68.05333333333333,68.61666666666666
2025-10-31 20:12:31,1761912751.0,0,0.0,0,5.301219940185547,5.301219940185547,5.301219940185547,0.0,0.0,0.0,33,1727.7878787878788,57017,0.0323255784583814,0.2267160415649414,0.0,0.0484275075095281,1.498117274896647,0.375,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,85.0,50.4,2.0,4.6,60.4,-35.2,0.054,0.082,26.52,26.2,7.419999999999999,89999.6,1.0,0.74,-1.0,-1.0,-99.0,-1.0,49139.2,0.92,210.0,13.0,-1.0,-1.0,17.136,12.206,117.0,45.8,100.0,0.0,191.0,4.0,-101.0,-99.0,-105.66666666666669,-106.33333333333331,8.626666666666665,8.896666666666667,69.22,67.90666666666667
2025-10-31 20:12:32,1761912752.0,291,258.0962199312715,75106,0.0193273644267078,5.468600034713745,0.0,0.3205836638130346,16.587034669353564,0.0,22,995.0454545454544,21891,0.0458068630912087,0.3940298557281494,3.0994415283203125e-06,0.0828990348239558,1.8097514046943308,-0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,69.8,37.8,1.8,4.4,36.4,1.6,0.028,0.06,26.44,26.0,7.3,121525.2,1.0,0.74,-1.0,-1.0,-99.0,-1.0,24700.6,0.98,210.0,13.0,-1.0,-1.0,18.514,13.402,116.2,44.8,100.0,0.0,191.0,4.0,-92.33333333333331,-91.33333333333331,-96.66666666666669,-99.33333333333331,13.756666666666668,15.589999999999998,99.0,99.0
2025-10-31 20:12:33,1761912753.0,33,674.8484848484849,22270,0.0227779041637073,0.6994519233703613,9.5367431640625e-07,0.1218124544521175,5.347834180732238,-0.8865979381443299,21,1253.5238095238096,26324,0.0474779038202194,0.0844118595123291,1.9073486328125e-06,0.0272692550811274,0.5743567615029012,-0.0454545454545454,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,97.2,47.0,3.0,4.8,52.2,-55.8,0.08,0.118,26.36,26.0,8.18,59999.4,1.0,0.7,-1.0,-1.0,-99.0,-1.0,41624.6,0.92,210.0,13.0,-1.0,-1.0,18.692,13.301999999999998,113.4,43.4,100.0,0.0,191.0,4.0,-97.66666666666669,-98.33333333333331,-99.33333333333331,-99.66666666666669,11.46,12.513333333333334,99.0,99.0
2025-10-31 20:12:34,1761912754.0,0,0.0,0,1.925286054611206,1.925286054611206,1.925286054611206,0.0,0.0,-1.0,25,1122.76,28069,0.0399580764770507,0.1669299602508545,1.9073486328125e-06,0.0414757446608263,1.03798151256473,0.1904761904761904,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,72.8,39.0,1.6,5.4,39.2,-19.4,0.028,0.116,26.34,26.0,7.24,91525.0,1.0,0.74,-1.0,-1.0,-99.0,-1.0,24827.6,0.98,210.0,13.0,-1.0,-1.0,18.116,13.172,115.6,44.4,100.0,0.0,191.0,4.0,-94.0,-100.66666666666669,-98.33333333333331,-100.0,14.333333333333334,13.823333333333332,99.0,99.0
