rank,ip,count,rate,percent,burst_rate,burst_start
1,240a:42c0:1402:21f:7479:8dff:fedf:e732,380337,0.2036,100.00%,14.5200,480.110
2,240a:42c4:1800:2cec:1000:73ff:fe8c:8593,307529,0.1647,80.86%,9.1200,480.110
3,2409:8c50:a00:2056::29,59832,0.0320,15.73%,5.4000,480.110
4,2409:8c50:a00:2056::44,12976,0.0069,3.41%,1.5200,172.517
