rank,ip,count,rate,percent,burst_rate,burst_start
1,240a:42c4:1801:dbff:9891:f5ff:fec5:e773,258611,0.1414,100.00%,2.1100,363.595
2,240a:42c0:1800:3775:d4a5:8aff:fed0:acf8,240611,0.1316,93.04%,1.7200,363.595
3,2409:8c50:a00:2054:33::,13619,0.0074,5.27%,0.5500,352.640
4,2409:8c50:a00:2054:15::,4263,0.0023,1.65%,0.2000,376.517
5,2409:8c1c:300:902::21,60,0.0000,0.02%,0.0800,1827.281
6,2409:8c20:9c73:161::21,58,0.0000,0.02%,0.0900,1828.285
