rank,ip,count,rate,percent,burst_rate,burst_start
1,2409:894d:d14:10a0:2427:96ff:fe3a:13a9,535565,0.2675,100.00%,2.7300,393.380
2,2409:894d:cc2:2b5d:1870:6f0:1f43:cf80,450676,0.2251,84.15%,1.6300,393.380
3,2409:8c70:3a91:74::13,84889,0.0424,15.85%,1.4500,440.796
4,fe80::e4d9:857f:285f:6aea,1,0.0000,0.00%,0.0100,1107.646
5,fe80::4890:1aff:feda:5064,1,0.0000,0.00%,0.0100,1107.646
