rank,ip,count,rate,percent,burst_rate,burst_start
1,240a:42c0:1402:21f:7479:8dff:fedf:e732,466030,0.2383,100.00%,18.3600,1204.575
2,2409:894d:c54:50d6:50ed:dfff:fe38:1cf1,342259,0.1750,73.44%,7.8100,1204.575
3,2409:8c54:1841:2048::1d,68579,0.0351,14.72%,1.2000,95.304
4,2409:8c54:1841:2048::24,54885,0.0281,11.78%,10.5800,1212.756
5,2409:8c54:1841:1043:13::,96,0.0000,0.02%,0.0900,1954.376
6,2409:8c20:9c71:1fd::4,96,0.0000,0.02%,0.1100,1951.629
7,2409:8c34:d00:214::64,95,0.0000,0.02%,0.0900,1953.660
8,2409:8c54:1841:2047::1f,10,0.0000,0.00%,0.0100,863.008
9,2409:8c54:1841:2041::20,10,0.0000,0.00%,0.0200,871.121
