rank,ip,count,rate,percent,burst_rate,burst_start
1,240a:42b8:a220:10da:6059:3cff:fe36:e7f0,516093,0.2882,100.00%,2.7700,276.089
2,240a:42c4:1801:dbff:9464:2bff:fe0f:3ec4,368071,0.2055,71.32%,1.4500,211.466
3,2409:8c50:a00:2051:2d::,148022,0.0826,28.68%,1.8700,276.089
