rank,ip,count,rate,percent,burst_rate,burst_start
1,2409:893d:5142:530a:88e2:41ff:feb2:bb32,437637,0.2021,100.00%,0.9600,126719.718
2,2409:894d:cdd:2a51:1874:52e:ffbd:8cbe,362239,0.1673,82.77%,0.9500,126719.718
3,2409:8c50:a00:2054:31::,75396,0.0348,17.23%,0.3200,126616.085
4,2409:8c15:2813:3010:5e::1b,2,0.0000,0.00%,0.0200,126599.120
5,fe80::6c67:7aff:fe02:e761,1,0.0000,0.00%,0.0100,127054.973
6,fe80::2526:d5a8:57e5:866c,1,0.0000,0.00%,0.0100,127054.973
